                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.3836,                 1.7989,                 1.3622,                 1.5425,                 2.1815,                 1.3066,                0.46705,                0.37421,                0.38109,                0.23251,                 1.4229,                 1.7487,                 1.3579,                 1.5325,                 2.0785,                 1.3016,               0.009703,               0.009703,               0.009703
                     18,                 1.3672,                 1.7849,                 1.3562,                 1.5321,                 2.1657,                 1.3085,                0.48903,                0.37658,                0.37895,                0.22418,                 1.4422,                 1.8366,                 1.3417,                 1.5675,                 2.1348,                 1.3087,              0.0096832,              0.0096832,              0.0096832
                     19,                  1.351,                 1.7536,                 1.3435,                 1.5052,                 2.1327,                 1.2958,                0.47681,                0.43994,                0.42945,                0.26298,                  1.364,                 1.6251,                 1.3203,                 1.4921,                 1.9367,                  1.277,              0.0096634,              0.0096634,              0.0096634
                     20,                 1.3536,                 1.7408,                 1.3493,                 1.5122,                 2.1209,                 1.2966,                0.52255,                0.37189,                0.40472,                0.24663,                 1.3798,                 1.7178,                 1.3168,                 1.4994,                 2.0204,                 1.2787,              0.0096436,              0.0096436,              0.0096436
                     21,                 1.3399,                 1.6951,                 1.3382,                 1.5102,                 2.0739,                 1.3012,                0.50547,                0.43721,                0.43276,                0.26764,                 1.3174,                 1.5675,                 1.2965,                 1.4389,                 1.8783,                 1.2647,              0.0096238,              0.0096238,              0.0096238
                     22,                 1.3394,                 1.6592,                 1.3277,                 1.5068,                 2.0297,                 1.2875,                0.51236,                0.38966,                0.40993,                0.25028,                 1.4109,                 1.7022,                 1.3406,                  1.507,                 2.0036,                 1.2948,               0.009604,               0.009604,               0.009604
                     23,                 1.3372,                 1.6522,                 1.3248,                 1.5098,                 2.0189,                 1.2832,                0.53937,                0.44072,                0.46154,                0.29016,                 1.3095,                 1.5309,                 1.2772,                 1.4534,                 1.8475,                 1.2494,              0.0095842,              0.0095842,              0.0095842
                     24,                 1.3125,                  1.636,                 1.3149,                 1.4818,                 2.0077,                 1.2738,                0.53155,                0.43551,                0.46046,                0.28767,                  1.347,                 1.5595,                 1.2958,                 1.4738,                 1.8795,                 1.2645,              0.0095644,              0.0095644,              0.0095644
                     25,                 1.3147,                 1.6178,                 1.3188,                 1.4802,                 1.9847,                 1.2857,                0.50564,                0.39546,                0.40573,                0.24833,                 1.3511,                 1.6218,                 1.2905,                 1.4929,                 1.9524,                  1.265,              0.0095446,              0.0095446,              0.0095446
                     26,                 1.3014,                 1.6194,                  1.314,                 1.4737,                 1.9759,                 1.2873,                0.50829,                0.41505,                0.42723,                0.26878,                 1.3389,                 1.6068,                 1.2937,                 1.4804,                  1.905,                 1.2709,              0.0095248,              0.0095248,              0.0095248
                     27,                 1.3001,                 1.6151,                 1.3015,                 1.4765,                 1.9754,                 1.2705,                0.54933,                0.42324,                0.45184,                0.28493,                 1.3551,                 1.5856,                 1.3255,                   1.48,                 1.8841,                  1.287,               0.009505,               0.009505,               0.009505
                     28,                 1.3026,                 1.5821,                  1.309,                 1.4683,                 1.9446,                 1.2742,                0.57235,                0.47009,                0.49124,                0.31129,                 1.2959,                 1.4635,                 1.2651,                 1.4286,                 1.7849,                  1.239,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.2986,                  1.577,                 1.3027,                  1.466,                 1.9371,                 1.2765,                0.57135,                0.47964,                0.51186,                0.32107,                 1.2838,                 1.4024,                 1.2534,                 1.4237,                 1.6893,                  1.235,              0.0094654,              0.0094654,              0.0094654
                     30,                 1.2947,                 1.5478,                 1.2956,                 1.4705,                  1.915,                 1.2631,                0.57104,                0.48728,                0.51822,                0.33802,                 1.2499,                 1.3558,                 1.2228,                 1.3943,                 1.6649,                 1.2162,              0.0094456,              0.0094456,              0.0094456
                     31,                 1.2839,                 1.5523,                  1.298,                 1.4624,                  1.918,                 1.2703,                0.55676,                0.43394,                0.46795,                0.29639,                 1.3283,                 1.5239,                 1.3051,                 1.4531,                 1.8612,                 1.2601,              0.0094258,              0.0094258,              0.0094258
                     32,                 1.2753,                 1.5442,                 1.2941,                 1.4548,                 1.9009,                 1.2669,                0.59865,                0.50208,                0.54862,                0.36108,                 1.2291,                 1.3039,                 1.2102,                 1.3752,                  1.583,                 1.2054,               0.009406,               0.009406,               0.009406
                     33,                 1.2674,                 1.5145,                 1.2862,                 1.4402,                 1.8726,                 1.2678,                0.57824,                0.51546,                0.53738,                0.34855,                  1.245,                  1.333,                 1.2349,                 1.4007,                 1.6157,                 1.2237,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.2693,                 1.5053,                 1.2856,                 1.4351,                 1.8629,                 1.2564,                0.59366,                0.51819,                0.55754,                0.36869,                 1.2243,                 1.3003,                 1.2208,                 1.3504,                 1.5904,                 1.1882,              0.0093664,              0.0093664,              0.0093664
                     35,                  1.263,                 1.5103,                 1.2817,                 1.4452,                  1.857,                 1.2565,                0.58262,                0.50243,                0.52662,                0.35135,                 1.2522,                  1.383,                 1.2352,                 1.3957,                 1.6334,                 1.2114,              0.0093466,              0.0093466,              0.0093466
                     36,                 1.2762,                 1.4914,                 1.2744,                  1.462,                  1.843,                  1.252,                0.58937,                0.48009,                0.52077,                0.34303,                 1.2437,                 1.3504,                 1.2306,                 1.3711,                 1.6418,                 1.2023,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.2617,                 1.4741,                 1.2816,                 1.4366,                 1.8341,                 1.2638,                0.61862,                0.54259,                0.58794,                0.38112,                 1.2138,                 1.2533,                 1.2038,                 1.3752,                 1.5238,                 1.1985,               0.009307,               0.009307,               0.009307
                     38,                 1.2649,                 1.4752,                 1.2837,                 1.4456,                 1.8305,                 1.2623,                0.62473,                0.48908,                0.52504,                0.33648,                 1.2414,                  1.432,                 1.2319,                 1.3843,                 1.7299,                  1.221,              0.0092872,              0.0092872,              0.0092872
                     39,                 1.2403,                 1.4585,                 1.2698,                 1.4136,                 1.8049,                 1.2486,                 0.6109,                 0.5308,                0.56562,                0.37172,                 1.2215,                 1.2645,                  1.218,                 1.3816,                 1.5342,                 1.2066,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.2424,                 1.4581,                 1.2693,                  1.429,                 1.8083,                 1.2491,                 0.6426,                0.54713,                 0.6028,                0.40217,                 1.1731,                 1.1891,                 1.1725,                 1.3355,                 1.4869,                 1.1711,              0.0092476,              0.0092476,              0.0092476
                     41,                  1.232,                   1.43,                 1.2593,                 1.4224,                 1.7783,                 1.2422,                0.66406,                   0.53,                 0.5982,                0.40742,                 1.1694,                 1.1709,                 1.1714,                 1.3175,                 1.4629,                 1.1668,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.2196,                 1.4134,                  1.255,                 1.4039,                 1.7608,                 1.2382,                0.62954,                0.51204,                 0.5747,                0.37847,                 1.2008,                 1.2479,                 1.2047,                 1.3616,                 1.5245,                 1.2022,               0.009208,               0.009208,               0.009208
                     43,                 1.2421,                 1.4359,                  1.266,                 1.4231,                 1.7867,                 1.2447,                0.66691,                0.55758,                0.62162,                0.42309,                 1.1505,                 1.1302,                  1.162,                 1.3122,                 1.3997,                 1.1616,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.2407,                  1.424,                  1.266,                 1.4215,                 1.7736,                 1.2462,                0.67023,                0.58622,                0.64407,                0.42991,                 1.1696,                 1.1053,                 1.1635,                 1.3239,                  1.379,                 1.1553,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.2265,                 1.4055,                 1.2571,                 1.4191,                 1.7568,                 1.2377,                0.68018,                0.58075,                0.64599,                0.43433,                 1.1503,                 1.0992,                 1.1647,                  1.316,                 1.3505,                 1.1626,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.2253,                 1.3934,                 1.2548,                  1.417,                 1.7454,                 1.2392,                0.67165,                0.56753,                0.63466,                0.43403,                 1.1501,                 1.1031,                 1.1546,                 1.3092,                  1.361,                 1.1626,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.2233,                  1.392,                 1.2509,                 1.3973,                 1.7526,                 1.2337,                0.66959,                0.57232,                0.63334,                0.42769,                 1.1525,                 1.1085,                 1.1577,                 1.2994,                 1.3856,                 1.1593,               0.009109,               0.009109,               0.009109
                     48,                 1.2261,                 1.3976,                 1.2544,                  1.408,                 1.7477,                 1.2346,                0.66711,                 0.5815,                0.63965,                0.42631,                 1.1391,                 1.1013,                 1.1643,                 1.3027,                 1.3741,                  1.165,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.2237,                  1.385,                 1.2512,                 1.4089,                 1.7364,                 1.2336,                0.68017,                 0.5765,                 0.6448,                0.44652,                 1.1183,                 1.0988,                 1.1402,                 1.2815,                 1.3828,                 1.1446,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.2069,                 1.3703,                 1.2484,                 1.3943,                  1.718,                 1.2341,                0.68306,                0.60974,                0.66958,                0.46218,                 1.1084,                  1.024,                 1.1399,                  1.283,                 1.2655,                 1.1476,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.2154,                 1.3668,                 1.2467,                 1.3962,                  1.717,                 1.2296,                0.65847,                0.56466,                0.62941,                0.43118,                 1.1506,                 1.1239,                 1.1554,                 1.3108,                 1.3553,                 1.1524,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.2133,                 1.3608,                 1.2447,                 1.3992,                 1.7113,                 1.2273,                0.68045,                0.57316,                0.65281,                0.45091,                 1.1123,                 1.0459,                 1.1293,                 1.2745,                 1.2967,                 1.1311,                0.00901,                0.00901,                0.00901
                     53,                 1.2129,                 1.3471,                 1.2387,                 1.3913,                 1.6909,                 1.2199,                0.68021,                0.56949,                0.64074,                 0.4375,                 1.1305,                 1.0673,                  1.146,                 1.2931,                  1.345,                 1.1512,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.1989,                 1.3464,                 1.2364,                 1.3844,                 1.6948,                 1.2228,                0.66727,                 0.5798,                0.64272,                0.44582,                 1.1168,                 1.0802,                 1.1357,                 1.2822,                 1.3289,                 1.1416,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.1966,                 1.3317,                 1.2307,                 1.3896,                 1.6849,                 1.2205,                 0.7092,                0.60432,                0.68458,                0.47674,                 1.0842,                0.98345,                 1.1158,                 1.2575,                   1.24,                 1.1247,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.2032,                  1.326,                 1.2424,                 1.3919,                 1.6706,                 1.2305,                0.70322,                0.60492,                0.67984,                0.47667,                 1.0974,                 1.0453,                 1.1172,                 1.2566,                 1.3062,                 1.1224,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.2024,                 1.3285,                 1.2384,                 1.3911,                  1.682,                 1.2256,                0.70136,                0.61221,                0.68881,                0.48221,                 1.0768,                0.99088,                 1.1175,                 1.2465,                 1.2598,                 1.1328,               0.008911,               0.008911,               0.008911
                     58,                 1.1911,                 1.3268,                 1.2337,                 1.3759,                 1.6638,                 1.2213,                0.71228,                0.64433,                0.70642,                0.49884,                 1.0702,                0.94933,                  1.109,                 1.2288,                 1.1854,                 1.1159,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.1919,                  1.319,                 1.2292,                 1.3842,                 1.6648,                 1.2188,                0.71689,                0.62566,                0.70146,                 0.4954,                 1.0795,                0.97999,                 1.1025,                 1.2426,                 1.2125,                  1.116,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.1809,                 1.3076,                 1.2256,                 1.3712,                 1.6518,                 1.2159,                0.71222,                0.62954,                0.69691,                0.49093,                 1.0678,                 0.9819,                  1.104,                 1.2457,                 1.2348,                 1.1123,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.1859,                 1.2937,                 1.2265,                 1.3787,                 1.6322,                 1.2158,                0.72484,                0.64148,                0.71477,                 0.5036,                 1.0608,                0.94159,                 1.1043,                 1.2241,                 1.1785,                 1.1144,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.1843,                 1.2904,                 1.2301,                 1.3765,                  1.624,                 1.2231,                0.70586,                0.62816,                0.69554,                0.49314,                 1.0642,                0.96581,                 1.1025,                 1.2396,                 1.1985,                 1.1203,               0.008812,               0.008812,               0.008812
                     63,                   1.17,                 1.2782,                 1.2197,                  1.372,                 1.6149,                 1.2152,                 0.7104,                0.58935,                0.66873,                0.47422,                 1.0808,                 1.0509,                 1.1178,                  1.258,                 1.3221,                 1.1299,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.1698,                  1.278,                  1.219,                 1.3612,                 1.6169,                 1.2166,                0.74643,                0.62951,                0.71514,                 0.5076,                 1.0538,                  0.935,                 1.1005,                 1.2406,                 1.1565,                 1.1147,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.1865,                 1.2902,                 1.2228,                  1.377,                 1.6252,                 1.2152,                0.74755,                0.64594,                 0.7303,                0.52405,                 1.0375,                0.92319,                 1.0916,                 1.2011,                 1.1549,                 1.1032,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.1835,                 1.2763,                 1.2224,                 1.3744,                 1.6238,                 1.2143,                0.73366,                0.63146,                0.71564,                0.50816,                 1.0539,                0.98749,                 1.0972,                 1.2139,                  1.258,                 1.1048,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.1732,                 1.2598,                 1.2187,                 1.3614,                 1.5946,                 1.2105,                0.74115,                0.65136,                0.73419,                0.52698,                  1.043,                0.89566,                 1.0828,                 1.2095,                 1.1157,                 1.0956,               0.008713,               0.008713,               0.008713
                     68,                  1.183,                 1.2766,                 1.2208,                 1.3865,                 1.6166,                 1.2124,                0.76503,                0.62442,                0.73213,                0.53036,                 1.0369,                0.90861,                 1.0848,                 1.2129,                 1.1347,                 1.0973,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.1685,                 1.2626,                 1.2165,                 1.3639,                 1.6117,                 1.2117,                 0.7605,                0.63179,                0.72954,                0.52323,                 1.0325,                0.89448,                 1.0845,                 1.2056,                 1.1233,                 1.1047,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.1703,                  1.252,                 1.2178,                 1.3629,                 1.5948,                 1.2103,                0.75022,                0.64363,                0.73362,                0.52617,                 1.0362,                0.90412,                 1.0848,                 1.1943,                  1.132,                  1.096,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.1683,                  1.242,                 1.2131,                 1.3611,                 1.5748,                 1.2061,                0.75767,                0.64727,                0.74278,                0.53983,                 1.0259,                0.88968,                 1.0753,                 1.1905,                 1.1099,                 1.0881,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.1592,                 1.2357,                 1.2111,                 1.3564,                 1.5712,                 1.2061,                0.74906,                0.63091,                0.71932,                0.51606,                 1.0397,                0.93139,                 1.0852,                 1.2133,                  1.163,                 1.1041,               0.008614,               0.008614,               0.008614
                     73,                 1.1582,                 1.2472,                 1.2112,                  1.347,                 1.5849,                 1.2086,                0.73963,                0.66336,                0.74006,                 0.5356,                 1.0164,                0.86933,                 1.0706,                 1.1901,                 1.0987,                 1.0894,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.1532,                 1.2404,                 1.2077,                 1.3487,                 1.5706,                 1.2019,                0.77241,                0.66695,                0.75155,                0.54539,                 1.0165,                0.87458,                 1.0794,                 1.1817,                 1.0848,                  1.095,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.1523,                 1.2248,                 1.2058,                 1.3431,                 1.5588,                 1.2042,                0.77166,                0.66388,                0.75755,                0.55303,                 1.0187,                0.85137,                 1.0737,                 1.1841,                 1.0634,                 1.0882,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.1599,                 1.2206,                 1.2074,                 1.3491,                 1.5642,                 1.2022,                0.76601,                0.65811,                0.75144,                0.54974,                 1.0135,                0.85089,                 1.0765,                 1.1807,                 1.0672,                 1.0943,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.1552,                 1.2308,                 1.2049,                 1.3523,                 1.5706,                 1.2023,                 0.7778,                0.65701,                0.75285,                 0.5508,                  1.005,                 0.8585,                 1.0666,                 1.1822,                  1.086,                 1.0867,               0.008515,               0.008515,               0.008515
                     78,                 1.1595,                 1.2271,                 1.2121,                  1.351,                 1.5724,                 1.2052,                0.79973,                0.67632,                0.77729,                0.56714,                0.99173,                0.81728,                 1.0606,                 1.1654,                 1.0407,                 1.0799,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.1446,                 1.2025,                 1.2002,                   1.34,                 1.5387,                 1.1999,                0.77246,                0.69712,                0.77301,                0.56365,                0.99176,                0.81396,                 1.0621,                 1.1683,                 1.0246,                 1.0837,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.1507,                 1.2135,                 1.2043,                 1.3389,                 1.5477,                 1.1955,                0.76088,                0.69003,                0.77562,                0.56281,                0.99917,                 0.8223,                 1.0647,                 1.1675,                 1.0429,                 1.0847,              0.0084556,              0.0084556,              0.0084556
                     81,                  1.155,                 1.2206,                 1.2071,                 1.3493,                 1.5592,                 1.2028,                0.76342,                0.68867,                0.77158,                0.56149,                0.99165,                0.82942,                 1.0575,                 1.1679,                 1.0443,                 1.0773,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.1462,                 1.2054,                 1.2053,                  1.347,                 1.5397,                 1.2053,                0.78551,                0.68869,                0.78026,                0.57498,                0.97685,                0.80834,                 1.0567,                 1.1555,                 1.0121,                   1.08,               0.008416,               0.008416,               0.008416
                     83,                  1.148,                 1.1933,                 1.1999,                 1.3467,                 1.5202,                 1.1947,                0.77229,                0.69745,                0.77908,                0.57305,                0.98328,                0.79805,                 1.0527,                 1.1587,                0.99817,                 1.0748,              0.0083962,              0.0083962,              0.0083962
                     84,                  1.143,                 1.1992,                 1.2023,                 1.3361,                 1.5396,                 1.1979,                0.80025,                0.68828,                0.78071,                0.57477,                 0.9801,                0.80451,                 1.0544,                 1.1576,                 1.0258,                 1.0777,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.1512,                 1.2013,                 1.2052,                 1.3512,                 1.5327,                 1.1991,                0.80722,                0.68201,                0.78306,                0.58207,                0.96908,                 0.7858,                 1.0461,                 1.1447,                0.99599,                 1.0668,              0.0083566,              0.0083566,              0.0083566
                     86,                  1.145,                 1.1922,                 1.1997,                 1.3371,                 1.5293,                 1.1966,                 0.7995,                0.68726,                0.79255,                0.58935,                  0.966,                 0.7782,                 1.0459,                 1.1386,                0.98056,                 1.0665,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.1375,                 1.1808,                 1.1933,                 1.3461,                  1.515,                 1.1909,                0.80372,                0.69791,                0.79163,                 0.5857,                 0.9734,                 0.7822,                 1.0456,                 1.1485,                0.99773,                 1.0669,               0.008317,               0.008317,               0.008317
                     88,                 1.1324,                 1.1727,                 1.1923,                 1.3226,                 1.5042,                 1.1915,                0.80822,                0.70422,                0.79383,                0.58925,                0.96832,                0.76937,                   1.04,                 1.1438,                0.97296,                  1.062,              0.0082972,              0.0082972,              0.0082972
                     89,                  1.136,                 1.1902,                 1.1932,                  1.335,                  1.529,                 1.1898,                0.82206,                0.70484,                0.80185,                0.59708,                0.95757,                0.76962,                 1.0356,                  1.139,                0.96017,                  1.059,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.1308,                 1.1761,                 1.1958,                 1.3321,                 1.5054,                 1.1953,                0.81426,                0.70899,                0.80209,                 0.5983,                 0.9589,                0.75209,                  1.036,                 1.1273,                0.95674,                 1.0559,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.1408,                 1.1803,                 1.1935,                 1.3387,                 1.5142,                   1.19,                0.80784,                0.71148,                0.80323,                0.59984,                0.95403,                0.74912,                 1.0324,                 1.1279,                0.94744,                 1.0579,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.1339,                 1.1663,                 1.1905,                 1.3403,                 1.4872,                 1.1904,                0.79628,                0.71818,                0.79979,                0.60171,                 0.9515,                0.75556,                 1.0328,                 1.1279,                0.95847,                 1.0569,               0.008218,               0.008218,               0.008218
                     93,                 1.1307,                 1.1757,                  1.198,                 1.3275,                 1.5018,                 1.1983,                0.81103,                0.71465,                0.81053,                0.60842,                0.95139,                0.74488,                 1.0353,                 1.1158,                0.94129,                  1.053,              0.0081982,              0.0081982,              0.0081982
                     94,                 1.1225,                 1.1477,                 1.1868,                 1.3201,                 1.4726,                 1.1851,                0.81671,                0.70724,                0.80695,                0.60823,                0.94906,                0.75017,                 1.0341,                 1.1138,                0.94745,                 1.0521,              0.0081784,              0.0081784,              0.0081784
                     95,                 1.1266,                 1.1638,                 1.1883,                 1.3276,                 1.4954,                 1.1887,                0.82788,                0.71411,                0.81089,                0.61155,                0.94059,                0.73016,                 1.0274,                  1.105,                0.93239,                 1.0445,              0.0081586,              0.0081586,              0.0081586
                     96,                 1.1162,                 1.1521,                 1.1873,                 1.3052,                 1.4772,                 1.1826,                0.81299,                0.72305,                 0.8105,                0.61538,                0.93563,                0.72814,                 1.0218,                 1.1028,                0.91906,                 1.0399,              0.0081388,              0.0081388,              0.0081388
                     97,                 1.1262,                 1.1649,                 1.1849,                 1.3336,                 1.4889,                 1.1856,                0.81672,                0.72338,                0.81311,                0.61688,                0.93368,                0.72832,                 1.0201,                 1.1036,                0.91839,                 1.0388,               0.008119,               0.008119,               0.008119
                     98,                 1.1158,                  1.145,                 1.1842,                 1.3074,                 1.4698,                 1.1809,                0.82384,                0.72497,                0.81701,                0.61603,                 0.9343,                0.73747,                 1.0211,                 1.1014,                0.92059,                 1.0374,              0.0080992,              0.0080992,              0.0080992
                     99,                 1.1179,                 1.1342,                 1.1804,                 1.3202,                  1.464,                 1.1823,                 0.8222,                0.73215,                0.81944,                0.61999,                0.92991,                0.72636,                 1.0213,                 1.0999,                0.90976,                 1.0432,              0.0080794,              0.0080794,              0.0080794
                    100,                 1.1294,                 1.1612,                 1.1913,                 1.3232,                 1.4798,                 1.1874,                0.82815,                0.72223,                0.81809,                0.61847,                 0.9322,                0.72686,                 1.0224,                 1.0998,                 0.9121,                 1.0428,              0.0080596,              0.0080596,              0.0080596
                    101,                 1.1252,                 1.1458,                 1.1842,                  1.318,                 1.4816,                 1.1807,                0.83042,                0.72492,                0.82105,                 0.6219,                0.92494,                0.71908,                 1.0209,                 1.0937,                0.90111,                 1.0411,              0.0080398,              0.0080398,              0.0080398
                    102,                 1.1139,                 1.1443,                 1.1809,                 1.3121,                 1.4672,                 1.1815,                0.82183,                0.74476,                0.82945,                0.63227,                0.91334,                0.70685,                 1.0132,                 1.0826,                0.87894,                 1.0335,                0.00802,                0.00802,                0.00802
                    103,                 1.1132,                 1.1389,                 1.1817,                   1.32,                 1.4619,                 1.1821,                 0.8424,                0.72278,                0.82616,                0.62849,                0.91668,                0.71098,                 1.0124,                 1.0881,                 0.8882,                 1.0353,              0.0080002,              0.0080002,              0.0080002
                    104,                 1.1118,                 1.1395,                 1.1766,                 1.3078,                 1.4505,                 1.1724,                0.81966,                0.73587,                0.82806,                0.62977,                0.91865,                0.70822,                 1.0105,                 1.0881,                0.88529,                 1.0331,              0.0079804,              0.0079804,              0.0079804
