                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   compression_aux_loss,   compression_bpp_loss,       compression_loss,   compression_mse_loss,         val_total_loss,             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.99171,                 1.0244,                 1.1183,                 1.1549,                  1.314,                 1.1188,                0.90834,                0.81739,                0.89604,                 0.6452,                 2.2807,                 1.0122,                 153.46,                0.04854,                 77.682,                 2.8304,                 1.7608,                 2.8269,                 2.9227,                 2.5756,                 2.5528,             0.00097773,             0.00097773,             0.00097773
                     12,                0.98944,                 1.0133,                 1.1148,                 1.1569,                 1.2933,                 1.1173,                0.90371,                0.82089,                0.89624,                0.64638,                 2.3634,                 1.0122,                 153.46,                0.04854,                 77.705,                  2.831,                  1.766,                 2.8468,                 2.9213,                 2.5505,                  2.563,             0.00097525,             0.00097525,             0.00097525
                     13,                0.99449,                 1.0218,                 1.1171,                 1.1622,                 1.3061,                 1.1218,                0.89786,                0.81957,                0.89612,                0.64498,                 2.4376,                 1.0123,                 153.46,                0.04854,                 77.667,                 2.8239,                 1.7421,                 2.7997,                 2.9217,                 2.5265,                 2.5328,             0.00097278,             0.00097278,             0.00097278
                     14,                0.98378,                  1.007,                 1.1146,                 1.1478,                 1.2939,                  1.117,                0.89381,                0.82051,                0.89509,                0.64252,                 2.5106,                 1.0124,                 153.48,                0.04854,                 77.686,                 2.8273,                 1.7354,                 2.8103,                 2.9204,                 2.5277,                 2.5338,              0.0009703,              0.0009703,              0.0009703
                     15,                0.97297,                  0.991,                 1.1119,                 1.1334,                 1.2635,                 1.1146,                 0.8952,                0.81808,                0.89559,                0.64487,                 2.5925,                 1.0125,                 153.48,                0.04855,                 77.651,                 2.8276,                 1.7408,                 2.8361,                 2.9224,                 2.5116,                 2.5607,             0.00096783,             0.00096783,             0.00096783
                     16,                0.97996,                0.99804,                 1.1153,                 1.1454,                 1.2721,                 1.1157,                0.90049,                0.81779,                0.89317,                 0.6424,                 2.6641,                 1.0125,                 153.48,                0.04855,                 77.632,                 2.8246,                 1.7612,                 2.8036,                 2.9138,                 2.5408,                 2.5245,             0.00096535,             0.00096535,             0.00096535
                     17,                0.98071,                0.99981,                 1.1124,                 1.1465,                  1.275,                 1.1175,                0.90449,                0.81136,                0.89334,                0.64405,                 2.7396,                 1.0125,                 153.48,                0.04855,                 77.669,                 2.8281,                 1.7354,                 2.8279,                 2.9244,                 2.5318,                 2.5534,             0.00096288,             0.00096288,             0.00096288
                     18,                0.97874,                  0.988,                 1.1118,                 1.1414,                 1.2702,                 1.1159,                0.90788,                0.81116,                0.89283,                0.63984,                  2.816,                 1.0125,                 153.47,                0.04854,                 77.694,                  2.824,                 1.7557,                 2.8277,                 2.9139,                 2.5131,                 2.5428,              0.0009604,              0.0009604,              0.0009604
                     19,                0.98678,                 1.0038,                 1.1142,                 1.1553,                 1.2809,                 1.1154,                0.89979,                0.81448,                0.89197,                0.63962,                 2.8933,                 1.0124,                 153.48,                0.04854,                 77.692,                 2.8268,                 1.7015,                  2.836,                 2.9189,                  2.486,                  2.533,             0.00095793,             0.00095793,             0.00095793
                     20,                0.98036,                0.99496,                 1.1129,                  1.147,                 1.2805,                 1.1169,                0.90706,                0.81855,                0.89531,                0.64588,                  2.976,                 1.0125,                 153.47,                0.04854,                 77.673,                 2.8263,                 1.7074,                 2.8128,                 2.9218,                 2.4792,                 2.5276,             0.00095545,             0.00095545,             0.00095545
                     21,                0.98681,                0.99616,                  1.113,                 1.1477,                  1.278,                 1.1116,                 0.8902,                0.82398,                0.89329,                0.64307,                 3.0542,                 1.0125,                 153.48,                0.04854,                 77.707,                 2.8279,                  1.763,                 2.8322,                 2.9229,                  2.558,                 2.5383,             0.00095298,             0.00095298,             0.00095298
                     22,                0.97813,                0.97993,                 1.1085,                 1.1527,                 1.2551,                 1.1133,                0.89509,                0.81993,                0.89352,                0.64211,                 3.1406,                 1.0125,                 153.47,                0.04854,                 77.683,                 2.8216,                 1.7498,                  2.823,                 2.9178,                 2.5533,                 2.5378,              0.0009505,              0.0009505,              0.0009505
                     23,                0.98166,                0.97435,                 1.1098,                  1.157,                 1.2563,                 1.1136,                0.89568,                 0.8195,                0.89347,                0.64179,                 3.2198,                 1.0126,                 153.47,                0.04854,                 77.667,                 2.8216,                 1.7501,                 2.7918,                 2.9055,                 2.5502,                 2.5006,             0.00094803,             0.00094803,             0.00094803
                     24,                0.97438,                0.96082,                 1.1098,                 1.1424,                 1.2314,                 1.1128,                0.89419,                0.82174,                0.89482,                0.64267,                 3.3034,                 1.0126,                 153.48,                0.04855,                 77.732,                 2.8449,                 1.7787,                 2.8947,                 2.9298,                 2.5866,                 2.5715,             0.00094555,             0.00094555,             0.00094555
                     25,                0.97201,                0.98119,                 1.1071,                 1.1454,                 1.2512,                 1.1102,                0.89705,                0.81414,                0.89056,                 0.6393,                 3.3834,                 1.0126,                 153.49,                0.04855,                 77.669,                 2.8234,                  1.708,                  2.829,                 2.9103,                 2.5088,                 2.5202,             0.00094308,             0.00094308,             0.00094308
                     26,                0.97017,                0.97586,                  1.109,                 1.1354,                 1.2512,                 1.1105,                0.90277,                0.81111,                0.89325,                0.63904,                 3.4691,                 1.0127,                 153.48,                0.04854,                 77.677,                 2.8298,                 1.7691,                 2.8344,                 2.9253,                 2.5427,                 2.5411,              0.0009406,              0.0009406,              0.0009406
                     27,                 0.9734,                0.96341,                 1.1046,                 1.1479,                 1.2399,                 1.1083,                 0.9022,                0.81121,                0.89338,                0.63906,                 3.5478,                 1.0126,                 153.48,                0.04855,                 77.663,                 2.8428,                 1.7538,                 2.8565,                 2.9379,                 2.5304,                 2.5631,             0.00093813,             0.00093813,             0.00093813
                     28,                0.96668,                0.97118,                  1.108,                 1.1312,                 1.2379,                 1.1116,                0.89246,                0.81294,                0.89162,                0.63911,                 3.6299,                 1.0126,                 153.48,                0.04854,                 77.674,                 2.8363,                 1.7647,                 2.8515,                 2.9249,                 2.5216,                 2.5498,             0.00093565,             0.00093565,             0.00093565
                     29,                0.97019,                0.97213,                 1.1076,                 1.1431,                 1.2468,                 1.1131,                0.90113,                0.81786,                0.89424,                0.63956,                 3.7187,                 1.0126,                 153.48,                0.04854,                 77.664,                 2.8415,                 1.7687,                 2.8356,                 2.9326,                 2.5316,                 2.5546,             0.00093317,             0.00093317,             0.00093317
                     30,                 0.9817,                0.97242,                  1.112,                 1.1533,                 1.2476,                  1.115,                0.90233,                0.81194,                0.89291,                0.63857,                 3.8047,                 1.0126,                 153.48,                0.04855,                  77.66,                 2.8374,                 1.7355,                 2.8188,                 2.9309,                 2.5286,                 2.5467,              0.0009307,              0.0009307,              0.0009307
                     31,                0.96661,                0.96421,                 1.1039,                 1.1327,                 1.2374,                 1.1088,                0.90143,                0.81493,                0.89456,                0.64186,                 3.8888,                 1.0126,                 153.48,                0.04855,                 77.689,                 2.8366,                 1.7993,                 2.8391,                 2.9337,                  2.562,                 2.5631,             0.00092822,             0.00092822,             0.00092822
                     32,                0.97591,                0.97568,                  1.112,                 1.1429,                 1.2486,                 1.1146,                0.89295,                 0.8228,                0.89472,                0.64091,                   3.97,                 1.0126,                 153.48,                0.04854,                 77.659,                 2.8192,                 1.7305,                 2.8171,                 2.9223,                 2.5153,                 2.5299,             0.00092575,             0.00092575,             0.00092575
                     33,                0.96333,                0.95904,                 1.1058,                 1.1314,                 1.2268,                 1.1129,                0.89213,                0.81805,                 0.8902,                0.63885,                 4.0585,                 1.0125,                 153.48,                0.04855,                 77.657,                  2.819,                 1.7335,                 2.8065,                 2.9164,                 2.4971,                 2.5255,             0.00092327,             0.00092327,             0.00092327
                     34,                0.96584,                0.96785,                 1.1018,                 1.1313,                 1.2387,                 1.1051,                0.90744,                0.81163,                0.89368,                0.64122,                 4.1477,                 1.0125,                 153.48,                0.04855,                 77.677,                 2.8247,                 1.7383,                 2.8233,                 2.9146,                 2.5438,                 2.5372,              0.0009208,              0.0009208,              0.0009208
                     35,                0.96988,                0.96434,                 1.1062,                 1.1373,                 1.2401,                 1.1084,                 0.8966,                0.81059,                0.89067,                0.63783,                 4.2251,                 1.0125,                 153.48,                0.04855,                 77.691,                 2.8262,                 1.7706,                 2.8262,                  2.922,                 2.5356,                 2.5426,             0.00091833,             0.00091833,             0.00091833
                     36,                 0.9815,                0.96238,                 1.1081,                 1.1553,                 1.2436,                 1.1101,                0.89293,                0.81261,                0.89191,                0.63776,                 4.3122,                 1.0125,                 153.49,                0.04855,                 77.672,                 2.8216,                 1.7333,                 2.8219,                 2.9101,                  2.507,                 2.5427,             0.00091585,             0.00091585,             0.00091585
                     37,                0.96853,                 0.9458,                 1.1069,                 1.1374,                 1.2068,                 1.1086,                0.90674,                0.80619,                0.89258,                0.63817,                 4.3977,                 1.0125,                 153.48,                0.04855,                 77.666,                 2.8309,                 1.7372,                 2.8402,                 2.9168,                 2.5152,                 2.5472,             0.00091337,             0.00091337,             0.00091337
                     38,                0.96771,                0.95759,                 1.1047,                 1.1355,                 1.2233,                 1.1075,                0.89546,                0.80798,                0.89002,                0.63715,                 4.4793,                 1.0125,                 153.49,                0.04855,                 77.662,                 2.8277,                 1.7469,                 2.8226,                 2.9228,                 2.5208,                 2.5424,              0.0009109,              0.0009109,              0.0009109
                     39,                0.96929,                0.96241,                 1.1075,                 1.1419,                 1.2377,                 1.1108,                0.90241,                0.81055,                0.89324,                0.63896,                  4.563,                 1.0125,                 153.49,                0.04855,                  77.63,                 2.8274,                 1.7318,                 2.8333,                 2.9184,                 2.4864,                 2.5505,             0.00090842,             0.00090842,             0.00090842
                     40,                0.96487,                0.95973,                 1.1036,                 1.1398,                 1.2306,                  1.106,                 0.8916,                0.82229,                0.89399,                0.63932,                 4.6516,                 1.0124,                 153.49,                0.04855,                 77.628,                 2.8301,                 1.7266,                 2.8276,                 2.9217,                 2.5015,                 2.5429,             0.00090595,             0.00090595,             0.00090595
                     41,                0.96823,                0.94666,                 1.1053,                 1.1337,                 1.2176,                 1.1081,                0.88702,                0.82184,                0.89536,                0.63841,                  4.733,                 1.0123,                 153.48,                0.04855,                 77.646,                 2.8258,                 1.7521,                 2.8273,                  2.926,                 2.5054,                 2.5617,             0.00090347,             0.00090347,             0.00090347
                     42,                0.96957,                0.94959,                 1.1063,                 1.1432,                 1.2164,                   1.11,                0.88866,                0.81765,                0.89161,                0.63569,                 4.8076,                 1.0123,                 153.48,                0.04855,                 77.679,                  2.824,                 1.7424,                 2.8298,                 2.9293,                 2.4917,                 2.5568,               0.000901,               0.000901,               0.000901
                     43,                 0.9613,                0.95485,                  1.101,                 1.1324,                 1.2337,                 1.1042,                0.89332,                0.81178,                0.89336,                0.63874,                 4.8776,                 1.0123,                 153.48,                0.04855,                 77.668,                 2.8225,                 1.7064,                 2.8359,                  2.928,                 2.4772,                 2.5563,             0.00089853,             0.00089853,             0.00089853
                     44,                0.96961,                0.95249,                 1.1058,                 1.1367,                 1.2268,                 1.1087,                0.88392,                0.82318,                0.89276,                0.63635,                 4.9694,                 1.0123,                 153.49,                0.04855,                 77.703,                 2.8255,                 1.7377,                 2.8469,                  2.926,                 2.4945,                  2.569,             0.00089605,             0.00089605,             0.00089605
                     45,                0.96278,                0.94266,                 1.1006,                  1.137,                 1.2212,                 1.1036,                 0.9091,                0.80519,                0.89325,                 0.6375,                 5.0662,                 1.0124,                  153.5,                0.04855,                 77.701,                 2.8249,                 1.7281,                 2.8367,                 2.9238,                 2.4966,                 2.5629,             0.00089358,             0.00089358,             0.00089358
                     46,                0.95995,                0.94497,                 1.1019,                 1.1302,                 1.2141,                 1.1064,                0.90409,                0.80691,                0.89331,                0.63833,                  5.141,                 1.0123,                 153.49,                0.04855,                 77.684,                 2.8295,                 1.7485,                 2.8279,                 2.9406,                 2.5035,                 2.5595,              0.0008911,              0.0008911,              0.0008911
                     47,                0.96045,                 0.9569,                 1.1052,                 1.1277,                 1.2297,                 1.1105,                0.90491,                0.81667,                0.89586,                0.64104,                 5.2114,                 1.0124,                  153.5,                0.04855,                 77.689,                 2.8207,                 1.7545,                 2.8106,                 2.9244,                 2.5135,                 2.5428,             0.00088862,             0.00088862,             0.00088862
                     48,                0.95088,                0.93874,                 1.0964,                 1.1203,                  1.202,                 1.1001,                0.91114,                0.80578,                0.89395,                0.64071,                 5.3001,                 1.0123,                  153.5,                0.04855,                 77.699,                 2.8199,                 1.7235,                 2.8413,                  2.923,                 2.4998,                 2.5742,             0.00088615,             0.00088615,             0.00088615
                     49,                0.97111,                0.94287,                 1.1027,                 1.1384,                 1.2196,                 1.1049,                0.89783,                0.81455,                0.89519,                0.64083,                 5.3907,                 1.0122,                  153.5,                0.04855,                 77.697,                 2.8242,                 1.7135,                 2.8085,                 2.9289,                 2.4765,                   2.55,             0.00088368,             0.00088368,             0.00088368
                     50,                0.96406,                 0.9403,                 1.1066,                 1.1313,                 1.2071,                 1.1103,                 0.9078,                0.80478,                0.89494,                0.64122,                 5.4725,                 1.0122,                 153.49,                0.04855,                 77.665,                 2.8247,                  1.751,                  2.829,                 2.9201,                 2.5202,                 2.5557,              0.0008812,              0.0008812,              0.0008812
                     51,                0.95892,                0.94443,                 1.0981,                 1.1296,                 1.2125,                 1.1046,                0.90148,                0.80916,                0.89412,                0.63818,                 5.5474,                 1.0122,                  153.5,                0.04855,                 77.684,                 2.8252,                 1.7162,                 2.8125,                 2.9228,                 2.4922,                 2.5448,             0.00087873,             0.00087873,             0.00087873
                     52,                0.95448,                0.92584,                 1.0986,                 1.1271,                 1.1964,                 1.1038,                0.90181,                0.81222,                0.89538,                0.64222,                 5.6372,                 1.0122,                 153.48,                0.04855,                   77.7,                 2.8283,                  1.711,                  2.841,                 2.9245,                 2.4873,                 2.5595,             0.00087625,             0.00087625,             0.00087625
                     53,                 0.9604,                0.93712,                 1.1011,                 1.1299,                 1.2109,                 1.1034,                0.89105,                0.81364,                0.89495,                0.64288,                  5.721,                 1.0122,                 153.49,                0.04855,                   77.7,                 2.8189,                 1.7303,                 2.8453,                 2.9232,                 2.5063,                 2.5729,             0.00087378,             0.00087378,             0.00087378
                     54,                0.96547,                0.93987,                 1.1004,                 1.1361,                   1.21,                 1.1057,                0.90327,                0.80377,                0.89399,                0.63741,                 5.8135,                 1.0122,                  153.5,                0.04855,                 77.731,                 2.8188,                 1.7395,                 2.8127,                  2.921,                 2.4786,                 2.5367,              0.0008713,              0.0008713,              0.0008713
                     55,                0.95194,                0.93909,                  1.099,                 1.1205,                 1.2109,                 1.1025,                0.90206,                0.82104,                 0.8941,                0.63952,                 5.9003,                 1.0121,                 153.49,                0.04855,                 77.734,                 2.8304,                  1.758,                 2.8641,                 2.9285,                 2.5244,                 2.5757,             0.00086882,             0.00086882,             0.00086882
                     56,                0.96347,                0.93562,                 1.1037,                 1.1293,                 1.2064,                 1.1046,                0.89206,                0.82234,                0.89457,                0.63981,                 5.9759,                 1.0121,                  153.5,                0.04855,                 77.736,                 2.8403,                 1.7431,                 2.8473,                   2.93,                 2.5259,                 2.5657,             0.00086635,             0.00086635,             0.00086635
                     57,                0.96523,                0.94396,                 1.1036,                 1.1405,                 1.2208,                 1.1082,                  0.897,                0.81418,                0.89246,                0.63946,                 6.0565,                 1.0121,                 153.49,                0.04855,                 77.708,                 2.8319,                 1.7393,                 2.8384,                 2.9327,                 2.5105,                 2.5561,             0.00086388,             0.00086388,             0.00086388
                     58,                0.96255,                0.94403,                 1.1019,                 1.1297,                 1.2144,                 1.1061,                0.91214,                0.81459,                0.89483,                0.64027,                 6.1406,                 1.0121,                 153.49,                0.04855,                 77.706,                 2.8308,                 1.7276,                 2.8399,                 2.9333,                 2.4916,                  2.562,              0.0008614,              0.0008614,              0.0008614
                     59,                0.95642,                0.93402,                  1.098,                 1.1271,                 1.2026,                 1.1011,                0.89357,                0.82194,                0.89436,                0.63839,                 6.2239,                  1.012,                 153.49,                0.04855,                 77.745,                  2.833,                 1.7389,                 2.8375,                 2.9354,                 2.4946,                 2.5694,             0.00085893,             0.00085893,             0.00085893
                     60,                0.94929,                0.93674,                 1.0941,                 1.1181,                  1.206,                 1.0985,                0.88848,                0.82758,                0.89735,                 0.6385,                 6.3073,                  1.012,                 153.49,                0.04855,                 77.729,                 2.8338,                 1.7415,                 2.8368,                 2.9331,                 2.4835,                 2.5554,             0.00085645,             0.00085645,             0.00085645
                     61,                0.96595,                0.93852,                 1.1027,                 1.1401,                 1.2166,                 1.1052,                0.90064,                0.81448,                0.89562,                0.63849,                 6.4059,                 1.0119,                 153.49,                0.04855,                 77.698,                 2.8304,                 1.7363,                 2.8416,                 2.9313,                 2.4836,                 2.5537,             0.00085398,             0.00085398,             0.00085398
                     62,                0.96028,                 0.9279,                 1.1005,                 1.1344,                 1.1915,                 1.1031,                0.89943,                0.81776,                 0.8943,                0.63983,                 6.5012,                 1.0118,                  153.5,                0.04855,                 77.697,                 2.8204,                  1.741,                 2.8303,                 2.9252,                 2.5014,                 2.5408,              0.0008515,              0.0008515,              0.0008515
                     63,                0.94861,                0.92526,                 1.0944,                  1.123,                 1.1908,                 1.0993,                0.89273,                0.82125,                0.89564,                0.63983,                 6.5686,                 1.0118,                  153.5,                0.04855,                 77.663,                 2.8208,                 1.7429,                 2.8314,                 2.9177,                 2.5056,                 2.5453,             0.00084902,             0.00084902,             0.00084902
