                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.3622,                 1.7604,                 1.3587,                 1.5218,                 2.1552,                 1.3027,                0.48023,                0.41891,                0.41571,                0.25639,                 1.3531,                 1.6758,                 1.3313,                 1.4858,                 1.9681,                 1.2823,              0.0096436,              0.0096436,              0.0096436
                     21,                 1.3403,                  1.719,                 1.3444,                 1.5005,                 2.1063,                  1.293,                0.47011,                0.37122,                0.37676,                0.23089,                  1.379,                 1.7373,                 1.3066,                 1.5134,                 2.0504,                 1.2692,              0.0096238,              0.0096238,              0.0096238
                     22,                 1.3621,                 1.7133,                 1.3419,                  1.525,                 2.1118,                 1.2921,                0.41187,                0.29793,                0.25591,                0.15073,                 1.5338,                 2.2595,                 1.4333,                 1.6626,                 2.5985,                 1.3862,               0.009604,               0.009604,               0.009604
                     23,                  1.326,                 1.6662,                 1.3268,                 1.4936,                 2.0476,                 1.2835,                0.54971,                0.45079,                 0.4587,                0.29063,                 1.3275,                 1.4979,                 1.2902,                 1.4565,                 1.8053,                 1.2548,              0.0095842,              0.0095842,              0.0095842
                     24,                 1.3355,                 1.6804,                  1.332,                 1.5124,                 2.0599,                  1.289,                0.53026,                  0.373,                0.39066,                0.24303,                 1.3746,                 1.8034,                 1.3232,                 1.5022,                 2.1834,                 1.2933,              0.0095644,              0.0095644,              0.0095644
                     25,                 1.3256,                 1.6548,                 1.3253,                  1.491,                 2.0362,                 1.2803,                 0.5398,                0.44291,                0.45628,                0.28535,                 1.3124,                 1.5097,                 1.2727,                 1.4704,                 1.8341,                 1.2548,              0.0095446,              0.0095446,              0.0095446
                     26,                 1.3191,                 1.6315,                 1.3184,                 1.4816,                 2.0004,                 1.2785,                0.55988,                0.47587,                0.50221,                0.32138,                 1.2942,                 1.4464,                 1.2724,                 1.4131,                 1.7281,                 1.2414,              0.0095248,              0.0095248,              0.0095248
                     27,                 1.3103,                 1.6128,                 1.3108,                 1.4735,                 1.9873,                 1.2684,                 0.5389,                0.43586,                0.45469,                0.27989,                 1.3478,                 1.6099,                  1.315,                 1.4512,                 1.9281,                 1.2754,               0.009505,               0.009505,               0.009505
                     28,                 1.3061,                 1.6048,                 1.3134,                 1.4809,                 1.9759,                 1.2761,                0.56541,                0.48404,                0.50835,                 0.3259,                 1.2665,                 1.3878,                 1.2387,                 1.4127,                 1.6848,                 1.2308,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.3059,                 1.6042,                 1.3139,                 1.4698,                 1.9817,                 1.2713,                0.60074,                 0.4803,                0.53011,                0.34275,                 1.2803,                 1.3729,                 1.2444,                 1.4153,                 1.6855,                 1.2254,              0.0094654,              0.0094654,              0.0094654
                     30,                 1.2937,                 1.5834,                 1.3018,                 1.4638,                 1.9503,                 1.2693,                0.54808,                0.44206,                0.46899,                0.28964,                 1.3216,                  1.483,                 1.3149,                 1.4666,                 1.7962,                  1.288,              0.0094456,              0.0094456,              0.0094456
                     31,                 1.2893,                 1.5796,                 1.2992,                 1.4606,                 1.9532,                 1.2642,                0.58379,                0.48295,                0.51806,                0.33213,                 1.2584,                  1.396,                 1.2404,                  1.414,                 1.6862,                 1.2302,              0.0094258,              0.0094258,              0.0094258
                     32,                 1.2833,                 1.5633,                 1.2989,                  1.463,                 1.9166,                 1.2641,                0.57757,                0.47706,                 0.5098,                0.33297,                 1.2707,                 1.3716,                 1.2517,                 1.4096,                 1.6948,                 1.2321,               0.009406,               0.009406,               0.009406
                     33,                 1.2853,                 1.5676,                 1.2999,                 1.4507,                 1.9299,                 1.2697,                0.55779,                0.47803,                0.50741,                0.32767,                 1.2913,                   1.42,                 1.2497,                 1.4269,                 1.7073,                 1.2331,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.2862,                 1.5455,                 1.2966,                 1.4556,                 1.9204,                 1.2614,                0.58737,                0.51922,                0.54732,                0.35551,                 1.2401,                 1.3152,                  1.242,                 1.3661,                 1.6214,                 1.2099,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.2709,                 1.5238,                 1.2874,                 1.4397,                 1.8953,                 1.2513,                0.62198,                0.52777,                 0.5795,                0.38317,                 1.2027,                 1.2336,                 1.1923,                 1.3607,                 1.5468,                 1.1864,              0.0093466,              0.0093466,              0.0093466
                     36,                 1.2739,                  1.526,                 1.2873,                 1.4411,                 1.8869,                 1.2565,                0.61133,                0.48784,                0.53751,                0.35675,                 1.2153,                 1.3217,                 1.2114,                 1.3542,                 1.6035,                 1.2041,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.2713,                 1.4976,                 1.2868,                 1.4458,                 1.8547,                 1.2579,                0.60238,                0.50092,                0.54466,                0.36397,                 1.2374,                 1.2923,                 1.2241,                 1.3784,                 1.5982,                 1.2087,               0.009307,               0.009307,               0.009307
                     38,                 1.2594,                 1.4904,                 1.2806,                 1.4428,                 1.8446,                 1.2509,                0.63644,                0.54879,                0.59972,                0.39922,                 1.1887,                 1.2051,                 1.1945,                 1.3401,                 1.5172,                 1.1891,              0.0092872,              0.0092872,              0.0092872
                     39,                  1.259,                  1.482,                 1.2806,                 1.4393,                 1.8401,                 1.2538,                0.61364,                0.52459,                0.56907,                0.37942,                 1.2145,                 1.2811,                 1.2174,                 1.3743,                 1.5548,                  1.208,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.2549,                 1.4738,                 1.2756,                 1.4335,                  1.839,                 1.2516,                0.65492,                0.53892,                0.59837,                0.39817,                 1.1954,                 1.2003,                 1.1953,                 1.3458,                 1.4736,                 1.1862,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.2445,                 1.4575,                 1.2711,                 1.4288,                 1.8199,                 1.2481,                0.62934,                0.56911,                0.61043,                0.40759,                 1.1763,                 1.1773,                 1.1829,                 1.3421,                 1.4457,                 1.1755,              0.0092278,              0.0092278,              0.0092278
                     42,                  1.242,                  1.439,                 1.2633,                 1.4259,                 1.8016,                 1.2401,                0.64866,                0.54556,                0.59999,                0.40687,                 1.1641,                 1.1941,                 1.1818,                 1.3265,                 1.4587,                 1.1811,               0.009208,               0.009208,               0.009208
                     43,                 1.2479,                 1.4457,                  1.266,                  1.432,                 1.7991,                 1.2442,                0.65746,                0.52946,                0.59252,                0.39997,                 1.1783,                 1.1958,                 1.1846,                 1.3345,                 1.4796,                 1.1792,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.2347,                 1.4338,                  1.261,                 1.4153,                 1.7891,                 1.2402,                0.67985,                0.52165,                0.60163,                0.40592,                 1.1848,                 1.1955,                 1.1827,                 1.3363,                 1.4723,                 1.1789,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.2343,                 1.4169,                 1.2586,                   1.41,                 1.7729,                 1.2356,                0.64601,                0.54639,                0.61652,                0.41452,                 1.1779,                  1.159,                 1.1808,                 1.3345,                 1.4349,                 1.1862,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.2306,                 1.4164,                 1.2578,                 1.4103,                 1.7604,                 1.2361,                0.63834,                0.55794,                0.61746,                 0.4198,                 1.1771,                 1.1646,                 1.1896,                 1.3321,                 1.4298,                 1.1869,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.2412,                 1.4151,                 1.2633,                 1.4265,                 1.7673,                 1.2388,                0.65838,                0.57993,                0.64156,                0.43364,                 1.1444,                 1.1253,                 1.1608,                 1.3046,                 1.4109,                 1.1674,               0.009109,               0.009109,               0.009109
                     48,                 1.2345,                 1.4239,                 1.2606,                 1.4115,                 1.7704,                 1.2458,                0.68723,                0.58028,                0.64782,                0.44098,                 1.1461,                 1.1043,                 1.1666,                 1.2933,                 1.3819,                 1.1679,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.2392,                 1.3899,                 1.2617,                 1.4299,                  1.734,                 1.2411,                0.66217,                0.56363,                0.62556,                0.43069,                 1.1464,                 1.1281,                 1.1615,                 1.3034,                 1.4098,                 1.1609,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.2149,                 1.3861,                 1.2461,                 1.3984,                 1.7433,                 1.2309,                 0.7202,                0.58728,                 0.6662,                 0.4594,                 1.1331,                 1.0629,                 1.1457,                 1.2977,                 1.3192,                 1.1516,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.2209,                 1.3835,                 1.2602,                 1.3925,                 1.7338,                 1.2363,                0.68181,                0.58014,                0.64511,                0.44156,                 1.1407,                 1.1146,                 1.1549,                 1.2969,                 1.3969,                 1.1554,              0.0090298,              0.0090298,              0.0090298
                     52,                  1.226,                 1.3774,                 1.2524,                 1.4034,                 1.7341,                 1.2315,                0.70466,                0.57282,                0.65066,                0.44708,                 1.1423,                 1.0767,                 1.1559,                 1.3049,                 1.3425,                 1.1609,                0.00901,                0.00901,                0.00901
                     53,                 1.2113,                 1.3648,                 1.2482,                 1.4013,                 1.7111,                 1.2331,                  0.687,                0.55816,                0.63458,                0.43647,                 1.1534,                 1.1466,                 1.1674,                 1.3083,                 1.4086,                 1.1651,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.2128,                 1.3669,                 1.2512,                 1.3979,                 1.7209,                 1.2328,                0.68674,                0.57883,                 0.6537,                0.44963,                 1.1341,                 1.0945,                 1.1543,                 1.2814,                 1.3716,                 1.1558,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.2127,                 1.3607,                 1.2451,                 1.4081,                  1.711,                 1.2317,                0.67546,                0.61793,                0.66601,                0.46683,                 1.1186,                 1.0514,                 1.1479,                  1.273,                 1.2935,                  1.148,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.2202,                 1.3493,                 1.2397,                 1.4084,                 1.7007,                 1.2253,                0.72549,                0.58463,                0.66924,                0.46718,                 1.1167,                 1.0482,                 1.1403,                  1.284,                 1.3058,                 1.1465,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.2098,                 1.3488,                 1.2431,                 1.4013,                 1.6964,                 1.2273,                0.72201,                0.60921,                0.69008,                0.48097,                  1.095,                 1.0002,                 1.1226,                 1.2472,                 1.2597,                 1.1293,               0.008911,               0.008911,               0.008911
                     58,                 1.2068,                 1.3579,                 1.2452,                 1.3917,                 1.7072,                 1.2313,                0.72737,                0.62216,                0.70245,                0.49686,                 1.0848,                0.98854,                 1.1276,                 1.2356,                 1.2369,                 1.1301,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.1942,                 1.3277,                 1.2324,                 1.3833,                 1.6808,                 1.2195,                0.71455,                 0.6109,                0.69079,                0.48588,                 1.0954,                 1.0081,                 1.1252,                 1.2523,                 1.2586,                 1.1318,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.2076,                 1.3266,                 1.2439,                 1.4026,                 1.6693,                 1.2263,                0.70723,                0.56316,                0.64263,                0.44836,                 1.1266,                 1.0957,                 1.1462,                 1.2802,                 1.3439,                 1.1509,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.2044,                 1.3189,                 1.2389,                 1.3893,                 1.6727,                 1.2235,                0.71545,                0.60057,                0.68352,                0.47899,                 1.0977,                 1.0106,                 1.1424,                 1.2529,                 1.2436,                 1.1448,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.1943,                 1.3158,                 1.2329,                  1.389,                 1.6564,                 1.2185,                0.70506,                0.64265,                0.70144,                  0.499,                 1.0692,                0.96542,                 1.1154,                  1.223,                 1.2215,                 1.1158,               0.008812,               0.008812,               0.008812
                     63,                 1.1884,                 1.3099,                  1.237,                  1.376,                 1.6478,                 1.2214,                0.73341,                0.64395,                0.71837,                0.51114,                 1.0693,                0.96379,                  1.119,                 1.2286,                 1.1906,                 1.1262,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.2043,                  1.315,                 1.2408,                 1.3953,                 1.6656,                 1.2244,                0.69466,                0.63504,                0.69603,                0.49356,                 1.0726,                0.98755,                 1.1161,                  1.232,                 1.2482,                 1.1217,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.1857,                 1.2862,                 1.2207,                 1.3732,                 1.6313,                 1.2124,                0.74373,                0.61729,                0.70794,                0.50317,                 1.0635,                0.95249,                 1.1027,                 1.2295,                 1.1871,                 1.1157,              0.0087526,              0.0087526,              0.0087526
                     66,                  1.184,                 1.3124,                 1.2294,                 1.3753,                 1.6527,                 1.2167,                0.73796,                0.65167,                0.72355,                0.51247,                 1.0674,                0.93069,                  1.107,                 1.2399,                  1.163,                 1.1237,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.1783,                 1.2965,                 1.2291,                 1.3665,                 1.6449,                 1.2155,                0.72283,                0.62728,                0.70137,                 0.4934,                 1.0744,                0.98336,                 1.1188,                 1.2385,                 1.2381,                 1.1322,               0.008713,               0.008713,               0.008713
                     68,                 1.1774,                 1.2811,                 1.2257,                 1.3683,                 1.6186,                 1.2168,                0.75423,                0.62639,                0.72352,                0.51316,                 1.0582,                0.94978,                 1.1041,                 1.2185,                 1.2071,                  1.119,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.1783,                 1.2804,                 1.2266,                 1.3703,                 1.6199,                 1.2155,                 0.7496,                  0.652,                 0.7301,                0.52427,                 1.0581,                0.91791,                 1.1071,                 1.2219,                 1.1554,                 1.1194,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.1794,                  1.274,                 1.2234,                 1.3759,                 1.6147,                 1.2164,                0.74613,                0.65064,                0.73073,                0.52788,                 1.0402,                0.91107,                 1.0927,                 1.2068,                 1.1396,                 1.1091,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.1796,                 1.2747,                 1.2218,                 1.3715,                 1.6174,                 1.2125,                0.77864,                0.64607,                0.74234,                0.53103,                 1.0449,                0.90495,                 1.1001,                  1.202,                 1.1317,                 1.1071,              0.0086338,              0.0086338,              0.0086338
                     72,                  1.177,                 1.2642,                 1.2212,                 1.3618,                 1.6055,                 1.2115,                 0.7648,                0.63164,                0.72794,                0.51924,                 1.0547,                0.92208,                 1.0984,                 1.2114,                 1.1584,                 1.1114,               0.008614,               0.008614,               0.008614
                     73,                 1.1821,                 1.2646,                 1.2246,                  1.372,                 1.6071,                 1.2112,                0.78053,                 0.6471,                0.74913,                0.54094,                 1.0252,                 0.8816,                 1.0851,                 1.1937,                 1.0903,                 1.1012,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.1703,                  1.247,                 1.2179,                 1.3674,                 1.5824,                 1.2104,                0.75907,                0.66741,                  0.749,                0.54264,                 1.0316,                   0.89,                 1.0865,                 1.2013,                 1.1123,                 1.1011,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.1626,                 1.2562,                 1.2187,                 1.3571,                 1.5947,                 1.2102,                0.79196,                0.66022,                0.75778,                 0.5465,                 1.0238,                0.86372,                 1.0836,                 1.1832,                 1.0887,                 1.0994,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.1731,                 1.2663,                 1.2249,                 1.3651,                 1.6106,                 1.2116,                0.78012,                0.66533,                0.75561,                0.54635,                 1.0359,                0.87773,                 1.0813,                 1.1957,                 1.1019,                 1.1005,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.1508,                 1.2274,                 1.2077,                 1.3503,                  1.572,                 1.2012,                0.78862,                0.65802,                0.76034,                0.55358,                  1.025,                0.86897,                 1.0808,                 1.1905,                  1.093,                 1.0964,               0.008515,               0.008515,               0.008515
                     78,                 1.1454,                 1.2326,                 1.2113,                  1.343,                 1.5651,                 1.2062,                0.78528,                0.67424,                0.76666,                0.55823,                 1.0135,                0.85523,                 1.0762,                  1.185,                 1.0553,                 1.0939,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.1639,                 1.2299,                 1.2144,                 1.3524,                  1.569,                 1.2018,                 0.7688,                0.68728,                0.76449,                 0.5594,                 1.0151,                0.84098,                 1.0795,                 1.1754,                 1.0614,                 1.0893,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.1664,                 1.2379,                 1.2115,                  1.356,                 1.5767,                 1.2012,                0.78771,                0.67523,                0.77097,                0.55806,                 1.0115,                0.83617,                 1.0758,                 1.1773,                 1.0431,                 1.0951,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.1529,                 1.2393,                 1.2097,                 1.3494,                 1.5866,                 1.2024,                0.75717,                0.66142,                0.75343,                0.54981,                 1.0071,                0.84975,                  1.073,                 1.1803,                 1.0651,                 1.0891,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.1356,                   1.22,                 1.2056,                  1.324,                 1.5573,                 1.1968,                0.78442,                0.67459,                 0.7686,                0.56239,                0.98821,                0.82342,                 1.0579,                 1.1682,                 1.0456,                 1.0765,               0.008416,               0.008416,               0.008416
                     83,                 1.1522,                  1.224,                 1.2061,                 1.3363,                 1.5589,                 1.1943,                0.79143,                0.68478,                0.77345,                 0.5664,                0.99673,                0.83613,                  1.064,                  1.163,                 1.0575,                 1.0785,              0.0083962,              0.0083962,              0.0083962
                     84,                  1.159,                 1.2247,                 1.2115,                  1.353,                 1.5695,                  1.203,                0.79008,                0.69077,                0.78113,                0.57863,                0.98514,                0.79885,                 1.0524,                 1.1563,                 1.0087,                 1.0687,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.1482,                 1.1995,                 1.2031,                 1.3432,                 1.5374,                  1.196,                 0.7806,                0.69525,                0.77873,                0.57643,                0.98783,                0.81044,                  1.058,                 1.1561,                 1.0308,                 1.0734,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.1608,                 1.2033,                 1.2053,                 1.3676,                 1.5431,                 1.1954,                0.79387,                0.70036,                0.78549,                0.58051,                0.98122,                 0.7988,                 1.0552,                 1.1451,                 1.0035,                 1.0695,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.1522,                 1.1987,                 1.2021,                 1.3459,                 1.5331,                 1.1916,                0.79911,                0.69975,                0.79372,                0.58558,                0.97896,                0.79311,                  1.051,                 1.1504,                 1.0035,                 1.0698,               0.008317,               0.008317,               0.008317
                     88,                 1.1425,                 1.1947,                 1.1962,                 1.3406,                 1.5284,                 1.1927,                0.82577,                0.68893,                0.79716,                0.58838,                0.97318,                 0.7876,                 1.0511,                 1.1486,                0.98746,                 1.0712,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.1336,                 1.1801,                 1.1959,                 1.3385,                 1.5147,                 1.1955,                0.80455,                0.69783,                0.78852,                0.58863,                0.97925,                0.78511,                 1.0529,                 1.1428,                0.98477,                  1.068,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.1402,                 1.1811,                 1.1957,                 1.3419,                  1.525,                 1.1909,                 0.8138,                0.71161,                0.80224,                0.59383,                0.96855,                 0.7751,                 1.0471,                 1.1412,                0.97658,                 1.0629,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.1484,                 1.1876,                 1.2034,                 1.3458,                 1.5232,                  1.202,                0.80366,                0.69806,                0.80077,                0.59301,                0.97329,                0.77539,                 1.0483,                 1.1544,                0.98082,                 1.0723,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.1378,                 1.1886,                 1.1947,                 1.3331,                 1.5215,                 1.1926,                0.79705,                0.71259,                0.80067,                0.59501,                0.96996,                0.76723,                 1.0461,                 1.1376,                0.97632,                 1.0673,               0.008218,               0.008218,               0.008218
                     93,                 1.1393,                  1.182,                 1.1958,                 1.3339,                  1.522,                 1.1904,                0.80195,                0.71028,                0.80012,                0.59607,                0.96552,                0.76274,                 1.0418,                 1.1299,                0.97622,                 1.0631,              0.0081982,              0.0081982,              0.0081982
