                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.2049,                 1.3757,                 1.2533,                 1.3776,                 1.7119,                 1.2459,                0.57957,                0.49432,                0.51031,                0.31755,                 1.2961,                 1.3413,                 1.2845,                 1.4278,                 1.6189,                 1.2759,              0.0098218,              0.0098218,              0.0098218
                     12,                 1.1997,                   1.36,                 1.2512,                 1.3771,                 1.6955,                 1.2452,                0.57378,                0.49595,                0.51085,                0.32022,                  1.275,                 1.3207,                 1.2687,                 1.4158,                 1.6168,                 1.2655,               0.009802,               0.009802,               0.009802
                     13,                 1.2033,                 1.3846,                 1.2518,                 1.3832,                 1.7111,                  1.246,                0.61535,                0.49301,                0.52021,                0.32639,                 1.2852,                 1.3404,                 1.2753,                 1.4259,                 1.6445,                 1.2717,              0.0097822,              0.0097822,              0.0097822
                     14,                 1.1971,                  1.369,                 1.2515,                  1.373,                 1.7025,                 1.2409,                 0.5552,                0.49414,                0.49726,                0.30839,                 1.2954,                 1.3444,                 1.2939,                 1.4246,                 1.6423,                 1.2812,              0.0097624,              0.0097624,              0.0097624
                     15,                 1.1857,                  1.362,                 1.2482,                  1.358,                 1.7073,                 1.2379,                0.59253,                0.49908,                0.51893,                0.32573,                 1.2766,                 1.3291,                 1.2843,                 1.4138,                 1.6442,                 1.2784,              0.0097426,              0.0097426,              0.0097426
                     16,                   1.18,                 1.3493,                 1.2468,                  1.359,                  1.678,                 1.2384,                 0.5883,                0.47892,                0.50206,                0.31412,                  1.288,                 1.3439,                 1.2927,                 1.4218,                 1.6341,                 1.2776,              0.0097228,              0.0097228,              0.0097228
                     17,                 1.1931,                 1.3639,                 1.2581,                 1.3665,                 1.6976,                 1.2432,                0.59104,                0.50838,                0.52289,                0.32711,                 1.2873,                 1.3206,                 1.2882,                 1.4156,                 1.6062,                 1.2728,               0.009703,               0.009703,               0.009703
                     18,                 1.1944,                 1.3651,                 1.2535,                 1.3652,                 1.6953,                 1.2387,                0.58471,                0.49863,                0.51584,                0.32282,                 1.2791,                 1.3198,                 1.2846,                 1.4054,                 1.6193,                 1.2686,              0.0096832,              0.0096832,              0.0096832
                     19,                  1.185,                 1.3502,                 1.2502,                 1.3533,                 1.6917,                 1.2392,                 0.6028,                0.50296,                0.53306,                0.33786,                 1.2709,                 1.2908,                 1.2772,                 1.4106,                 1.5848,                 1.2662,              0.0096634,              0.0096634,              0.0096634
                     20,                 1.2011,                 1.3808,                 1.2569,                 1.3614,                 1.7144,                 1.2461,                0.59852,                0.49139,                0.51963,                0.32936,                 1.2635,                 1.3068,                 1.2639,                 1.4041,                 1.5919,                  1.266,              0.0096436,              0.0096436,              0.0096436
                     21,                 1.1926,                   1.35,                 1.2559,                 1.3661,                 1.6809,                 1.2449,                0.57926,                0.50623,                0.52211,                0.32883,                 1.2767,                 1.3131,                  1.276,                 1.3985,                 1.6295,                 1.2652,              0.0096238,              0.0096238,              0.0096238
                     22,                 1.1845,                   1.35,                 1.2454,                 1.3558,                 1.6872,                 1.2363,                0.61463,                0.49139,                0.53089,                 0.3342,                 1.2837,                 1.2966,                 1.2809,                 1.4127,                 1.5833,                 1.2729,               0.009604,               0.009604,               0.009604
                     23,                 1.1877,                 1.3378,                 1.2476,                 1.3568,                 1.6867,                 1.2399,                 0.6279,                0.50769,                0.54139,                0.34132,                 1.2548,                 1.2777,                 1.2617,                 1.3932,                  1.562,                 1.2585,              0.0095842,              0.0095842,              0.0095842
                     24,                 1.1801,                 1.3393,                  1.246,                 1.3597,                 1.6837,                 1.2373,                 0.6246,                0.49008,                0.53183,                0.33838,                  1.267,                 1.2944,                 1.2688,                 1.4081,                 1.5759,                 1.2627,              0.0095644,              0.0095644,              0.0095644
                     25,                 1.1903,                 1.3537,                 1.2432,                 1.3656,                  1.683,                 1.2324,                0.60643,                0.49985,                0.52899,                0.33646,                 1.2665,                 1.2947,                 1.2778,                 1.4084,                 1.5731,                 1.2678,              0.0095446,              0.0095446,              0.0095446
                     26,                 1.1886,                 1.3526,                 1.2502,                 1.3634,                 1.6814,                 1.2411,                0.61629,                0.48822,                0.52671,                0.33802,                 1.2663,                 1.3147,                 1.2762,                 1.3967,                 1.5912,                 1.2613,              0.0095248,              0.0095248,              0.0095248
                     27,                 1.1762,                 1.3469,                 1.2451,                 1.3529,                 1.6812,                 1.2362,                0.60285,                 0.4858,                0.52206,                0.32921,                 1.2661,                  1.302,                 1.2793,                 1.3973,                 1.5908,                 1.2758,               0.009505,               0.009505,               0.009505
                     28,                 1.1846,                 1.3512,                 1.2466,                 1.3546,                 1.6873,                 1.2378,                0.60388,                0.49639,                0.52701,                 0.3306,                 1.2739,                 1.2851,                 1.2717,                 1.4021,                 1.5869,                 1.2541,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.1901,                 1.3455,                 1.2512,                 1.3655,                 1.6813,                 1.2388,                0.61857,                0.49759,                0.52989,                0.32843,                 1.2868,                 1.3111,                 1.2873,                 1.4211,                 1.6016,                 1.2743,              0.0094654,              0.0094654,              0.0094654
                     30,                 1.1888,                 1.3451,                 1.2473,                 1.3646,                 1.6853,                 1.2419,                0.61978,                0.50402,                0.54012,                0.34277,                 1.2769,                 1.2916,                 1.2733,                 1.4012,                 1.5686,                 1.2614,              0.0094456,              0.0094456,              0.0094456
                     31,                  1.184,                 1.3494,                 1.2443,                 1.3667,                 1.6792,                 1.2372,                0.59036,                0.51443,                0.53035,                0.33221,                 1.2732,                 1.2804,                 1.2774,                 1.4063,                 1.5559,                 1.2678,              0.0094258,              0.0094258,              0.0094258
                     32,                 1.1808,                 1.3429,                 1.2523,                 1.3525,                 1.6789,                 1.2434,                0.61325,                 0.5091,                0.53768,                0.33741,                 1.2756,                 1.2883,                 1.2684,                 1.4169,                 1.5632,                 1.2672,               0.009406,               0.009406,               0.009406
                     33,                 1.1769,                 1.3361,                 1.2463,                 1.3485,                 1.6688,                 1.2377,                0.63826,                0.49411,                0.54448,                0.34772,                 1.2572,                 1.2658,                 1.2564,                 1.3923,                 1.5583,                 1.2512,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.1749,                 1.3223,                 1.2436,                 1.3426,                 1.6529,                 1.2366,                0.60285,                0.51939,                0.53883,                0.33885,                 1.2642,                  1.281,                 1.2666,                 1.4001,                 1.5686,                 1.2625,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.1814,                 1.3316,                 1.2458,                 1.3486,                 1.6743,                 1.2348,                0.61778,                0.50512,                0.54149,                0.34507,                 1.2711,                 1.2778,                 1.2788,                 1.3979,                 1.5598,                 1.2686,              0.0093466,              0.0093466,              0.0093466
                     36,                  1.174,                 1.3224,                 1.2443,                 1.3408,                 1.6537,                 1.2374,                0.58967,                0.51227,                0.52971,                0.34184,                 1.2591,                 1.2794,                 1.2639,                 1.3865,                 1.5876,                 1.2522,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.1809,                 1.3204,                 1.2466,                 1.3576,                  1.657,                  1.238,                0.57496,                0.50193,                 0.5167,                0.32459,                 1.2724,                 1.3065,                 1.2744,                 1.4106,                 1.5841,                 1.2689,               0.009307,               0.009307,               0.009307
                     38,                 1.1908,                 1.3361,                  1.248,                 1.3626,                 1.6745,                  1.238,                0.61442,                0.51259,                0.54206,                0.34259,                 1.2579,                 1.2586,                 1.2676,                 1.3939,                 1.5527,                  1.263,              0.0092872,              0.0092872,              0.0092872
                     39,                  1.183,                 1.3388,                  1.246,                 1.3572,                 1.6671,                 1.2384,                0.65708,                0.49514,                0.55575,                0.35159,                 1.2436,                 1.2407,                  1.253,                 1.3901,                 1.5329,                 1.2524,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.1741,                 1.3224,                 1.2421,                 1.3478,                 1.6521,                 1.2335,                0.63297,                0.51716,                0.55151,                0.35408,                 1.2492,                 1.2557,                 1.2523,                 1.3782,                 1.5421,                 1.2411,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.1736,                 1.3241,                 1.2377,                 1.3522,                  1.653,                 1.2304,                0.61943,                0.50735,                0.54435,                0.34505,                 1.2488,                 1.2827,                 1.2669,                 1.3849,                  1.571,                  1.255,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.1701,                  1.322,                   1.24,                 1.3484,                 1.6506,                 1.2333,                0.60932,                 0.5129,                0.54798,                0.34885,                 1.2469,                 1.2609,                 1.2655,                  1.382,                 1.5528,                 1.2594,               0.009208,               0.009208,               0.009208
                     43,                 1.1654,                 1.3184,                 1.2364,                 1.3439,                 1.6438,                 1.2316,                 0.6354,                0.51064,                0.55307,                0.35101,                 1.2518,                 1.2422,                 1.2621,                 1.3899,                 1.5298,                  1.258,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.1702,                 1.3148,                 1.2357,                 1.3483,                 1.6341,                  1.237,                0.62715,                0.50329,                0.54696,                0.35033,                 1.2466,                 1.2516,                 1.2472,                 1.3789,                 1.5391,                 1.2419,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.1694,                 1.3185,                 1.2391,                 1.3438,                 1.6454,                 1.2328,                0.64257,                0.51235,                0.55772,                0.35664,                 1.2454,                 1.2391,                 1.2594,                 1.3828,                 1.5354,                 1.2541,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.1618,                  1.302,                 1.2336,                  1.336,                 1.6257,                 1.2302,                0.62971,                0.51218,                0.54747,                0.35111,                 1.2447,                 1.2422,                 1.2482,                 1.3812,                 1.5259,                 1.2527,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.1778,                 1.3084,                 1.2343,                 1.3599,                 1.6372,                 1.2269,                 0.6209,                0.51254,                0.54122,                0.34561,                 1.2523,                 1.2583,                  1.254,                 1.3752,                 1.5549,                 1.2413,               0.009109,               0.009109,               0.009109
                     48,                 1.1708,                 1.3255,                 1.2456,                  1.339,                 1.6556,                 1.2361,                0.62492,                0.51308,                0.55211,                0.34832,                 1.2446,                 1.2471,                 1.2598,                 1.3792,                 1.5439,                 1.2518,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.1669,                 1.3034,                  1.232,                 1.3406,                 1.6271,                 1.2302,                0.62967,                0.52606,                 0.5572,                0.35691,                  1.244,                 1.2533,                 1.2543,                 1.3852,                  1.534,                 1.2651,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.1688,                 1.2951,                 1.2374,                 1.3451,                  1.621,                 1.2357,                0.64309,                0.51241,                0.55716,                0.35874,                 1.2503,                 1.2499,                  1.262,                 1.3813,                 1.5139,                 1.2529,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.1594,                  1.303,                 1.2365,                 1.3315,                 1.6286,                 1.2314,                0.62857,                0.52557,                   0.56,                0.35987,                 1.2441,                 1.2445,                 1.2708,                 1.3814,                  1.518,                 1.2645,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.1721,                 1.2943,                 1.2435,                 1.3414,                 1.6256,                  1.233,                  0.632,                0.50675,                0.55089,                0.35259,                  1.243,                 1.2398,                 1.2616,                 1.3807,                 1.5286,                 1.2581,                0.00901,                0.00901,                0.00901
                     53,                 1.1594,                 1.2932,                 1.2377,                 1.3405,                 1.6227,                 1.2344,                 0.6352,                0.52294,                0.55888,                0.35682,                  1.247,                 1.2546,                 1.2587,                 1.3799,                 1.5238,                 1.2593,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.1737,                 1.3138,                 1.2383,                 1.3477,                 1.6467,                 1.2305,                0.66006,                0.51157,                0.56119,                 0.3596,                  1.232,                 1.2312,                 1.2453,                 1.3667,                  1.518,                 1.2367,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.1574,                 1.2829,                 1.2296,                   1.33,                 1.6141,                 1.2269,                0.63673,                 0.5144,                0.55408,                0.35397,                 1.2491,                  1.245,                 1.2608,                 1.3884,                 1.5338,                 1.2571,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.1648,                 1.3007,                 1.2333,                 1.3404,                 1.6331,                 1.2292,                0.62391,                0.52208,                0.55781,                0.35828,                 1.2356,                 1.2342,                 1.2487,                 1.3803,                 1.5236,                 1.2483,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.1487,                 1.2826,                 1.2369,                 1.3266,                 1.6094,                 1.2285,                0.64615,                0.50635,                0.55432,                0.35833,                 1.2361,                 1.2521,                 1.2521,                 1.3695,                 1.5338,                 1.2466,               0.008911,               0.008911,               0.008911
                     58,                 1.1578,                 1.2974,                 1.2296,                 1.3345,                 1.6234,                 1.2229,                0.63341,                0.52642,                0.55655,                0.35802,                 1.2358,                 1.2268,                  1.251,                 1.3721,                 1.5119,                 1.2471,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.1674,                 1.3073,                 1.2394,                 1.3346,                 1.6333,                 1.2312,                 0.6315,                0.52757,                0.56596,                 0.3619,                 1.2392,                  1.229,                 1.2592,                 1.3724,                 1.5094,                  1.255,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.1484,                  1.299,                 1.2268,                 1.3285,                 1.6208,                 1.2247,                0.65847,                 0.5262,                0.57185,                0.37121,                 1.2235,                 1.2035,                 1.2444,                 1.3566,                 1.4801,                 1.2443,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.1564,                 1.2845,                 1.2315,                 1.3352,                 1.6055,                 1.2256,                 0.6297,                0.53533,                0.56633,                0.36708,                 1.2296,                 1.2186,                 1.2474,                 1.3665,                 1.4987,                 1.2431,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.1548,                 1.2812,                 1.2306,                 1.3336,                 1.6039,                 1.2251,                0.63264,                0.52238,                0.56363,                0.36321,                 1.2239,                 1.2154,                 1.2469,                 1.3666,                 1.4914,                 1.2466,               0.008812,               0.008812,               0.008812
                     63,                 1.1568,                 1.2871,                 1.2326,                 1.3343,                 1.6105,                 1.2283,                0.63943,                0.52594,                0.56926,                0.36562,                 1.2278,                 1.2158,                 1.2559,                 1.3693,                 1.4953,                 1.2552,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.1598,                  1.276,                 1.2288,                 1.3377,                 1.6015,                 1.2228,                0.63805,                0.53099,                0.56844,                0.36686,                 1.2311,                 1.2077,                 1.2505,                 1.3702,                 1.4919,                 1.2438,              0.0087724,              0.0087724,              0.0087724
                     65,                  1.156,                 1.2824,                  1.232,                 1.3357,                 1.6182,                  1.225,                0.64775,                0.53214,                0.56848,                0.36682,                 1.2287,                 1.2146,                 1.2445,                 1.3663,                   1.49,                 1.2398,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.1468,                  1.268,                 1.2239,                 1.3213,                 1.5983,                 1.2153,                 0.6474,                0.53081,                0.57525,                0.37122,                 1.2301,                 1.2072,                 1.2466,                 1.3676,                 1.4959,                 1.2363,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.1591,                  1.279,                 1.2273,                 1.3395,                 1.6149,                 1.2217,                0.65925,                 0.5161,                0.57592,                0.37225,                 1.2345,                 1.2036,                 1.2481,                 1.3645,                 1.4886,                 1.2428,               0.008713,               0.008713,               0.008713
                     68,                 1.1579,                 1.2746,                 1.2333,                 1.3364,                 1.6038,                 1.2248,                0.65659,                0.52368,                0.56926,                0.36459,                 1.2353,                 1.1995,                 1.2488,                 1.3636,                 1.4873,                 1.2372,              0.0086932,              0.0086932,              0.0086932
                     69,                  1.166,                 1.2705,                 1.2323,                 1.3402,                 1.6009,                 1.2254,                 0.6688,                0.52596,                0.57703,                0.37308,                 1.2203,                 1.1934,                 1.2474,                 1.3621,                 1.4838,                 1.2486,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.1587,                 1.2808,                   1.23,                 1.3297,                 1.6107,                 1.2219,                0.65238,                0.52832,                0.57569,                0.37158,                 1.2342,                 1.1936,                 1.2525,                 1.3746,                 1.4742,                 1.2473,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.1491,                 1.2565,                 1.2233,                 1.3253,                 1.5763,                 1.2135,                0.66986,                0.53103,                0.57883,                0.37204,                 1.2276,                  1.192,                 1.2402,                 1.3688,                 1.4757,                 1.2366,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.1532,                 1.2678,                 1.2273,                 1.3321,                 1.5996,                 1.2219,                0.63578,                0.52743,                0.57029,                0.37051,                 1.2197,                 1.1961,                 1.2436,                 1.3579,                 1.4816,                 1.2411,               0.008614,               0.008614,               0.008614
                     73,                 1.1513,                 1.2515,                 1.2238,                 1.3299,                  1.574,                 1.2207,                0.66137,                0.53108,                0.58098,                0.37343,                 1.2324,                  1.196,                 1.2496,                 1.3611,                 1.4763,                 1.2393,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.1474,                 1.2644,                 1.2253,                 1.3253,                 1.5856,                 1.2198,                0.64883,                0.52554,                 0.5647,                0.36337,                 1.2263,                    1.2,                 1.2503,                 1.3548,                 1.4854,                  1.241,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.1536,                 1.2629,                 1.2287,                 1.3346,                 1.5854,                 1.2242,                0.64465,                0.52799,                0.57352,                0.37193,                 1.2276,                 1.1971,                 1.2492,                 1.3623,                 1.4695,                 1.2464,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.1482,                 1.2528,                 1.2235,                 1.3283,                 1.5717,                 1.2248,                0.65787,                0.53517,                0.57973,                0.37708,                 1.2166,                 1.1854,                 1.2434,                 1.3497,                 1.4677,                 1.2462,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.1594,                 1.2525,                 1.2269,                 1.3357,                  1.581,                 1.2222,                0.63505,                0.54198,                0.57661,                0.37195,                 1.2279,                 1.1857,                 1.2476,                 1.3583,                 1.4689,                 1.2417,               0.008515,               0.008515,               0.008515
                     78,                  1.139,                 1.2632,                 1.2186,                 1.3165,                 1.5865,                 1.2137,                 0.6524,                0.53268,                 0.5814,                0.37599,                 1.2215,                 1.1753,                 1.2465,                 1.3511,                 1.4581,                  1.236,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.1521,                 1.2675,                  1.231,                 1.3221,                 1.5993,                 1.2222,                0.65131,                  0.536,                0.58099,                 0.3772,                 1.2157,                 1.1715,                 1.2483,                 1.3443,                 1.4602,                 1.2342,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.1462,                 1.2584,                  1.224,                 1.3175,                 1.5913,                 1.2171,                0.66305,                0.53338,                0.58319,                0.37899,                 1.2141,                 1.1734,                 1.2396,                 1.3478,                 1.4605,                 1.2338,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.1447,                 1.2535,                  1.218,                 1.3194,                 1.5799,                 1.2112,                0.65845,                 0.5349,                 0.5842,                0.37933,                  1.219,                 1.1737,                 1.2456,                 1.3505,                  1.456,                 1.2409,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.1407,                 1.2545,                  1.225,                 1.3162,                 1.5666,                 1.2201,                0.66666,                 0.5343,                0.58471,                0.38149,                 1.2115,                  1.177,                 1.2348,                 1.3488,                 1.4693,                 1.2292,               0.008416,               0.008416,               0.008416
                     83,                  1.161,                 1.2759,                 1.2399,                 1.3261,                 1.6007,                 1.2255,                0.66261,                0.53473,                0.58179,                0.37846,                 1.2089,                 1.1741,                 1.2391,                 1.3517,                 1.4627,                 1.2313,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.1382,                 1.2637,                 1.2243,                 1.3114,                 1.5923,                  1.218,                0.65465,                0.53606,                0.58037,                0.37832,                 1.2107,                 1.1759,                 1.2385,                 1.3517,                 1.4606,                 1.2349,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.1365,                 1.2435,                 1.2191,                 1.3102,                 1.5695,                 1.2124,                0.66203,                0.53678,                0.58548,                0.38125,                 1.2061,                 1.1729,                  1.234,                 1.3505,                 1.4507,                 1.2312,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.1476,                  1.236,                 1.2228,                 1.3168,                 1.5604,                 1.2159,                0.67346,                0.53326,                 0.5891,                0.38462,                 1.2071,                 1.1677,                  1.236,                 1.3457,                 1.4513,                 1.2383,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.1521,                 1.2407,                 1.2186,                  1.329,                 1.5672,                 1.2105,                0.66094,                0.54278,                0.58703,                0.38542,                 1.2103,                 1.1623,                 1.2324,                  1.343,                  1.456,                 1.2289,               0.008317,               0.008317,               0.008317
                     88,                 1.1409,                  1.236,                 1.2181,                 1.3151,                 1.5646,                 1.2122,                0.66193,                0.54011,                0.59026,                0.38431,                 1.2028,                 1.1598,                 1.2308,                 1.3426,                 1.4418,                 1.2345,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.1353,                  1.241,                 1.2156,                 1.3239,                 1.5593,                 1.2138,                 0.6555,                0.53611,                0.58044,                0.37928,                 1.2058,                 1.1619,                   1.23,                 1.3438,                 1.4451,                 1.2308,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.1453,                  1.237,                 1.2181,                 1.3234,                 1.5563,                 1.2154,                0.66608,                0.53806,                0.58688,                0.37901,                 1.2044,                 1.1622,                 1.2266,                 1.3417,                 1.4402,                 1.2248,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.1448,                 1.2437,                 1.2226,                 1.3251,                 1.5627,                 1.2192,                0.66322,                0.55228,                0.59112,                0.38516,                 1.2071,                 1.1556,                 1.2305,                 1.3474,                 1.4252,                 1.2297,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.1327,                 1.2379,                 1.2173,                 1.3043,                  1.561,                 1.2096,                0.67134,                0.54516,                0.59317,                0.38767,                 1.2053,                  1.148,                  1.229,                 1.3457,                 1.4199,                 1.2265,               0.008218,               0.008218,               0.008218
                     93,                 1.1429,                 1.2401,                 1.2193,                 1.3217,                 1.5602,                 1.2143,                0.66939,                0.54248,                0.59179,                0.38614,                 1.2019,                 1.1499,                 1.2243,                 1.3413,                 1.4275,                 1.2227,              0.0081982,              0.0081982,              0.0081982
                     94,                 1.1394,                 1.2334,                 1.2147,                 1.3272,                 1.5592,                 1.2105,                0.65082,                0.55297,                 0.5929,                 0.3869,                 1.2004,                 1.1466,                 1.2258,                 1.3442,                  1.418,                   1.23,              0.0081784,              0.0081784,              0.0081784
                     95,                 1.1323,                 1.2277,                 1.2159,                 1.3099,                 1.5474,                 1.2119,                0.66267,                0.54333,                 0.5873,                0.38288,                 1.2061,                  1.153,                 1.2328,                 1.3435,                 1.4301,                 1.2329,              0.0081586,              0.0081586,              0.0081586
                     96,                 1.1319,                 1.2279,                 1.2163,                 1.3076,                 1.5575,                 1.2074,                0.67861,                0.54315,                0.59469,                0.38572,                 1.2052,                  1.147,                 1.2314,                  1.343,                 1.4237,                 1.2278,              0.0081388,              0.0081388,              0.0081388
                     97,                 1.1316,                 1.2335,                 1.2118,                 1.3181,                 1.5617,                 1.2117,                  0.678,                0.54087,                 0.5941,                0.38694,                  1.205,                 1.1412,                 1.2333,                 1.3425,                 1.4279,                 1.2283,               0.008119,               0.008119,               0.008119
                     98,                 1.1363,                 1.2419,                  1.219,                 1.3114,                  1.559,                 1.2148,                0.68056,                0.54461,                0.59622,                0.39066,                 1.1957,                 1.1432,                 1.2294,                 1.3401,                 1.4174,                 1.2309,              0.0080992,              0.0080992,              0.0080992
                     99,                 1.1375,                 1.2349,                 1.2175,                 1.3122,                 1.5651,                 1.2171,                0.65954,                0.55235,                0.59285,                0.38956,                 1.1915,                 1.1447,                 1.2287,                 1.3342,                 1.4219,                 1.2309,              0.0080794,              0.0080794,              0.0080794
                    100,                 1.1315,                 1.2246,                 1.2144,                  1.306,                 1.5441,                  1.212,                 0.6671,                0.54273,                0.58934,                0.38438,                 1.1998,                 1.1429,                 1.2285,                 1.3403,                 1.4272,                 1.2323,              0.0080596,              0.0080596,              0.0080596
                    101,                 1.1322,                  1.224,                 1.2136,                 1.3117,                 1.5361,                 1.2097,                0.66515,                0.54775,                0.59264,                0.38449,                 1.2015,                 1.1413,                 1.2289,                 1.3427,                 1.4364,                 1.2308,              0.0080398,              0.0080398,              0.0080398
