                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   compression_aux_loss,   compression_bpp_loss,       compression_loss,   compression_mse_loss,         val_total_loss,             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.2936,                 1.5989,                 1.3552,                 1.4368,                 1.9905,                  1.329,                0.74047,                 0.5972,                0.67709,                0.42774,                 2.5146,                  1.012,                 153.47,                0.04854,                 77.651,                 2.8421,                 1.8255,                  2.706,                 2.9279,                 2.5228,                 2.4888,             0.00097278,             0.00097278,             0.00097278
                     14,                 1.2759,                 1.5791,                  1.348,                 1.4182,                 1.9539,                 1.3215,                0.74222,                0.59475,                0.68086,                0.43119,                 2.5906,                 1.0121,                 153.48,                0.04855,                 77.658,                 2.8301,                 1.8297,                 2.6801,                 2.9148,                 2.5493,                 2.4682,              0.0009703,              0.0009703,              0.0009703
                     15,                  1.269,                  1.548,                 1.3445,                 1.4056,                 1.9166,                 1.3184,                0.76796,                0.58335,                0.68075,                 0.4323,                 2.6721,                 1.0122,                 153.48,                0.04854,                 77.652,                 2.8226,                  1.826,                 2.6795,                 2.9045,                 2.5019,                 2.4578,             0.00096783,             0.00096783,             0.00096783
                     16,                 1.2698,                 1.5505,                 1.3433,                 1.4172,                 1.9247,                 1.3146,                0.75921,                0.58586,                0.67826,                0.43226,                 2.7453,                 1.0122,                 153.47,                0.04854,                 77.625,                 2.8195,                 1.8163,                 2.6697,                 2.9102,                 2.5095,                 2.4556,             0.00096535,             0.00096535,             0.00096535
                     17,                 1.2776,                 1.5577,                 1.3477,                 1.4246,                 1.9395,                 1.3232,                0.72269,                0.61121,                0.68452,                0.43577,                 2.8194,                 1.0122,                 153.47,                0.04854,                 77.692,                 2.8226,                 1.8131,                 2.6966,                 2.9248,                 2.5211,                   2.47,             0.00096288,             0.00096288,             0.00096288
                     18,                 1.2617,                 1.5367,                 1.3382,                 1.4116,                  1.918,                 1.3169,                0.74087,                0.59216,                0.68198,                0.43361,                 2.8956,                 1.0122,                 153.47,                0.04854,                  77.64,                 2.8162,                 1.7953,                 2.6806,                 2.9062,                 2.5079,                 2.4614,              0.0009604,              0.0009604,              0.0009604
                     19,                 1.2732,                  1.544,                 1.3397,                  1.427,                 1.9193,                 1.3169,                0.75354,                 0.5851,                0.67892,                 0.4317,                 2.9707,                 1.0121,                 153.47,                0.04854,                 77.669,                 2.8159,                 1.8151,                 2.6726,                 2.9122,                 2.5146,                 2.4471,             0.00095793,             0.00095793,             0.00095793
                     20,                 1.2669,                 1.5407,                 1.3391,                 1.4181,                 1.9086,                 1.3146,                0.73021,                0.61609,                0.68914,                0.43783,                 3.0491,                 1.0122,                 153.47,                0.04854,                 77.645,                 2.8191,                 1.7961,                 2.6862,                 2.9055,                 2.5038,                 2.4508,             0.00095545,             0.00095545,             0.00095545
                     21,                 1.2694,                 1.5247,                  1.337,                 1.4175,                 1.9038,                 1.3104,                0.75237,                0.58873,                0.68171,                0.43537,                 3.1287,                 1.0122,                 153.48,                0.04854,                 77.647,                 2.8084,                 1.7981,                 2.6721,                 2.8991,                 2.5084,                 2.4458,             0.00095298,             0.00095298,             0.00095298
                     22,                 1.2656,                 1.5156,                 1.3316,                 1.4189,                 1.8936,                 1.3079,                0.76044,                0.60141,                0.68979,                0.44041,                 3.2134,                 1.0122,                 153.48,                0.04855,                 77.643,                  2.828,                 1.7755,                 2.6929,                 2.9159,                  2.482,                 2.4604,              0.0009505,              0.0009505,              0.0009505
                     23,                 1.2705,                  1.515,                 1.3332,                 1.4217,                 1.8957,                 1.3086,                0.75663,                0.59709,                0.69024,                0.43983,                 3.2916,                 1.0123,                 153.48,                0.04855,                 77.656,                 2.8271,                 1.8098,                 2.6875,                 2.9078,                 2.4789,                 2.4544,             0.00094803,             0.00094803,             0.00094803
                     24,                 1.2546,                 1.4967,                  1.331,                 1.4077,                 1.8663,                 1.3065,                0.76453,                0.60307,                  0.691,                 0.4397,                 3.3772,                 1.0123,                 153.48,                0.04855,                 77.654,                 2.8373,                 1.8377,                 2.7124,                 2.9325,                 2.5448,                 2.4736,             0.00094555,             0.00094555,             0.00094555
                     25,                 1.2545,                 1.5121,                 1.3284,                 1.4109,                   1.89,                 1.3044,                0.75409,                0.61276,                0.69491,                 0.4425,                 3.4572,                 1.0123,                 153.49,                0.04855,                 77.631,                 2.8274,                 1.7769,                 2.6865,                  2.916,                 2.4896,                  2.457,             0.00094308,             0.00094308,             0.00094308
                     26,                 1.2519,                  1.506,                 1.3282,                 1.4021,                 1.8822,                 1.3069,                 0.7654,                0.60525,                0.69847,                0.44303,                 3.5431,                 1.0123,                 153.48,                0.04855,                 77.619,                 2.8135,                 1.7943,                 2.6864,                 2.8924,                 2.5069,                 2.4542,              0.0009406,              0.0009406,              0.0009406
                     27,                 1.2587,                 1.5004,                 1.3241,                  1.414,                  1.878,                 1.3034,                0.76604,                0.59779,                0.69669,                0.44369,                 3.6207,                 1.0122,                 153.48,                0.04855,                 77.594,                 2.8129,                 1.7889,                 2.6883,                 2.8988,                 2.4848,                 2.4514,             0.00093813,             0.00093813,             0.00093813
                     28,                 1.2446,                 1.4942,                 1.3232,                 1.3962,                 1.8546,                 1.3015,                0.75889,                0.59733,                 0.6914,                0.44181,                 3.6973,                 1.0122,                 153.47,                0.04854,                 77.591,                 2.8245,                 1.7924,                  2.708,                 2.9129,                 2.4747,                 2.4729,             0.00093565,             0.00093565,             0.00093565
                     29,                 1.2451,                 1.4833,                 1.3233,                 1.4013,                 1.8699,                  1.302,                0.74871,                0.61087,                0.69562,                0.44324,                 3.7838,                 1.0123,                 153.47,                0.04854,                 77.646,                 2.8255,                 1.7972,                 2.7031,                 2.9069,                 2.4998,                 2.4745,             0.00093317,             0.00093317,             0.00093317
