                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.4593,                 1.9805,                   1.42,                 1.5837,                  2.464,                  1.326,                0.34766,                0.28362,                 0.2444,                0.13676,                 1.5715,                 2.2089,                 1.5221,                 1.6016,                 2.6335,                 1.3958,              0.0098218,              0.0098218,              0.0098218
                     12,                 1.4501,                 1.9735,                 1.4151,                 1.5804,                 2.4411,                 1.3239,                 0.3877,                0.33923,                0.30585,                0.17327,                 1.5074,                  1.931,                  1.457,                 1.5841,                 2.3345,                 1.3432,               0.009802,               0.009802,               0.009802
                     13,                 1.4283,                 1.9296,                 1.3946,                 1.5637,                 2.3835,                 1.3088,                0.42447,                0.36372,                0.34136,                0.19495,                  1.517,                  1.847,                 1.4213,                 1.5847,                 2.2183,                 1.3269,              0.0097822,              0.0097822,              0.0097822
                     14,                  1.414,                 1.8753,                 1.3891,                 1.5557,                 2.3088,                 1.3111,                0.33356,                0.28276,                0.24257,                0.13695,                 1.5449,                 2.1466,                 1.4346,                 1.6482,                 2.5336,                 1.3701,              0.0097624,              0.0097624,              0.0097624
                     15,                 1.3957,                 1.8573,                 1.3838,                 1.5434,                 2.2738,                  1.312,                0.46263,                0.37044,                 0.3641,                0.21496,                 1.4116,                  1.829,                 1.3581,                 1.5192,                 2.1871,                 1.2958,              0.0097426,              0.0097426,              0.0097426
                     16,                 1.3932,                  1.846,                 1.3752,                 1.5212,                 2.2637,                 1.3045,                0.39053,                0.34252,                 0.3036,                0.17808,                 1.4615,                 2.0024,                 1.3821,                  1.578,                 2.3716,                 1.3149,              0.0097228,              0.0097228,              0.0097228
                     17,                 1.3841,                 1.8248,                 1.3714,                 1.5317,                 2.2266,                  1.305,                 0.4588,                0.38833,                0.36526,                0.21738,                 1.3988,                 1.7386,                 1.3565,                 1.5224,                 2.0955,                  1.299,               0.009703,               0.009703,               0.009703
                     18,                 1.3684,                 1.7732,                 1.3582,                 1.5258,                 2.1921,                   1.29,                0.42207,                0.34092,                 0.3242,                0.19087,                 1.4785,                 1.9208,                 1.3859,                 1.5773,                 2.3529,                 1.3221,              0.0096832,              0.0096832,              0.0096832
                     19,                 1.3634,                 1.7525,                 1.3506,                 1.5056,                 2.1682,                 1.2869,                0.45577,                0.34362,                0.33873,                0.20266,                 1.4828,                 1.9788,                 1.3964,                 1.5685,                 2.2955,                  1.321,              0.0096634,              0.0096634,              0.0096634
                     20,                 1.3564,                 1.7328,                 1.3498,                 1.5091,                 2.1334,                 1.2956,                0.48664,                0.40529,                0.40695,                0.24842,                 1.3655,                 1.7013,                 1.3246,                  1.493,                 2.0147,                 1.2748,              0.0096436,              0.0096436,              0.0096436
                     21,                 1.3325,                 1.7016,                 1.3342,                 1.4945,                 2.0836,                 1.2826,                  0.475,                0.41679,                0.40491,                0.24894,                 1.3522,                 1.6195,                 1.3086,                  1.475,                  1.948,                  1.264,              0.0096238,              0.0096238,              0.0096238
                     22,                 1.3507,                 1.6981,                 1.3371,                 1.5162,                 2.0906,                 1.2869,                0.49841,                0.36602,                0.37266,                0.23457,                  1.394,                 1.8499,                 1.3423,                 1.5135,                 2.2016,                   1.29,               0.009604,               0.009604,               0.009604
                     23,                 1.3189,                 1.6584,                 1.3221,                 1.4774,                   2.04,                 1.2694,                0.51384,                0.47504,                0.47474,                0.30308,                 1.2864,                 1.4301,                 1.2649,                  1.435,                 1.7435,                 1.2346,              0.0095842,              0.0095842,              0.0095842
                     24,                  1.321,                 1.6615,                 1.3234,                 1.4913,                 2.0462,                 1.2776,                0.49478,                 0.4366,                0.44661,                0.27496,                 1.3314,                 1.5232,                 1.3009,                 1.4656,                 1.8552,                 1.2738,              0.0095644,              0.0095644,              0.0095644
                     25,                 1.3178,                 1.6331,                  1.318,                  1.482,                 2.0193,                 1.2759,                0.51689,                0.44715,                0.45879,                 0.2884,                 1.3065,                 1.4894,                 1.2754,                 1.4539,                  1.799,                 1.2551,              0.0095446,              0.0095446,              0.0095446
                     26,                 1.3129,                 1.6217,                  1.313,                 1.4787,                 1.9992,                 1.2747,                0.54815,                0.47153,                0.48945,                 0.3088,                 1.3149,                 1.5046,                 1.2817,                 1.4442,                 1.7795,                 1.2498,              0.0095248,              0.0095248,              0.0095248
                     27,                  1.304,                 1.6021,                 1.3065,                 1.4626,                 1.9711,                 1.2604,                0.48396,                0.40251,                0.39441,                0.24806,                 1.3753,                 1.7587,                 1.3407,                 1.4955,                 2.0689,                 1.2917,               0.009505,               0.009505,               0.009505
                     28,                 1.3027,                 1.5883,                 1.3095,                 1.4758,                 1.9577,                 1.2688,                0.55201,                0.45941,                0.48834,                0.31415,                 1.2769,                 1.3916,                 1.2551,                 1.4279,                 1.6892,                 1.2273,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.2963,                 1.5777,                 1.3077,                 1.4691,                 1.9515,                 1.2723,                0.60649,                0.51583,                0.55312,                0.35664,                 1.2586,                 1.3089,                 1.2327,                 1.4142,                 1.5848,                 1.2282,              0.0094654,              0.0094654,              0.0094654
                     30,                 1.2931,                 1.5716,                 1.3008,                 1.4583,                 1.9395,                 1.2624,                0.55156,                0.48147,                0.50589,                0.32451,                 1.2645,                 1.3846,                 1.2491,                 1.4027,                 1.6817,                 1.2162,              0.0094456,              0.0094456,              0.0094456
                     31,                 1.2788,                 1.5592,                 1.2907,                 1.4545,                  1.916,                 1.2636,                0.55902,                0.48543,                0.49807,                0.31434,                 1.3007,                 1.4118,                 1.2767,                 1.4261,                 1.7126,                 1.2568,              0.0094258,              0.0094258,              0.0094258
                     32,                  1.286,                 1.5448,                 1.2958,                 1.4631,                 1.8965,                 1.2621,                0.57115,                0.46485,                0.49239,                0.31439,                 1.2991,                 1.4668,                 1.2641,                 1.4383,                 1.7411,                 1.2402,               0.009406,               0.009406,               0.009406
                     33,                 1.2768,                 1.5424,                 1.2957,                 1.4401,                 1.9036,                 1.2646,                0.60209,                0.50444,                0.55048,                0.35301,                 1.2476,                  1.325,                 1.2419,                 1.3971,                 1.6056,                 1.2282,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.2804,                 1.5265,                  1.287,                 1.4582,                 1.8844,                 1.2594,                0.60377,                 0.5238,                0.55414,                0.36097,                 1.2269,                 1.2952,                 1.2287,                 1.3867,                 1.5825,                 1.2143,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.2635,                 1.5094,                 1.2834,                 1.4363,                  1.867,                 1.2521,                0.64754,                 0.5149,                0.57737,                0.38108,                 1.1985,                 1.2494,                 1.1887,                 1.3518,                 1.5316,                 1.1828,              0.0093466,              0.0093466,              0.0093466
                     36,                  1.262,                 1.4976,                 1.2791,                 1.4383,                 1.8619,                 1.2475,                0.62602,                0.54944,                0.59312,                0.39221,                 1.1932,                 1.1956,                 1.1916,                 1.3608,                 1.4851,                 1.1941,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.2612,                 1.4817,                 1.2816,                  1.441,                 1.8391,                 1.2514,                0.61027,                0.53401,                 0.5724,                0.37934,                  1.198,                 1.2352,                 1.1986,                 1.3477,                 1.5466,                 1.1861,               0.009307,               0.009307,               0.009307
                     38,                 1.2522,                 1.4761,                 1.2729,                 1.4355,                 1.8372,                 1.2454,                0.61421,                0.52913,                0.57153,                0.37152,                 1.2124,                 1.2409,                 1.2023,                 1.3716,                 1.5315,                 1.1905,              0.0092872,              0.0092872,              0.0092872
                     39,                 1.2586,                 1.4668,                  1.278,                 1.4353,                   1.83,                 1.2506,                0.62565,                0.52737,                0.58327,                0.38926,                 1.1865,                 1.2249,                 1.1854,                 1.3427,                 1.5101,                 1.1824,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.2496,                 1.4586,                 1.2725,                 1.4226,                 1.8143,                 1.2488,                0.66074,                0.51813,                0.59168,                0.39636,                 1.1845,                 1.2141,                  1.182,                 1.3423,                 1.5091,                 1.1819,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.2415,                 1.4437,                 1.2692,                 1.4229,                 1.7998,                 1.2458,                0.62697,                0.56673,                0.60799,                 0.4031,                 1.1708,                 1.1704,                 1.1805,                 1.3354,                 1.4262,                 1.1768,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.2375,                 1.4264,                 1.2597,                 1.4259,                 1.7886,                  1.242,                0.64698,                0.48803,                0.56446,                0.37328,                 1.2058,                 1.2841,                 1.2153,                 1.3622,                 1.5528,                 1.2118,               0.009208,               0.009208,               0.009208
                     43,                 1.2429,                  1.428,                 1.2629,                 1.4278,                 1.7791,                  1.243,                0.67082,                0.56344,                0.63398,                0.43293,                  1.154,                 1.1286,                 1.1506,                 1.3217,                 1.3909,                 1.1587,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.2295,                 1.4218,                  1.258,                 1.4143,                 1.7697,                 1.2379,                0.63688,                 0.5527,                0.59965,                0.40129,                 1.1848,                 1.2046,                 1.1883,                 1.3449,                 1.5032,                 1.1802,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.2311,                 1.4032,                 1.2575,                 1.4079,                 1.7549,                 1.2348,                0.64558,                   0.54,                0.60189,                0.39727,                 1.1868,                  1.174,                 1.1829,                 1.3451,                 1.4426,                  1.184,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.2291,                  1.401,                 1.2538,                 1.4043,                 1.7525,                 1.2302,                0.66824,                0.56082,                0.63347,                0.43003,                 1.1584,                 1.1126,                 1.1656,                  1.325,                 1.3594,                 1.1671,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.2389,                 1.4002,                 1.2598,                 1.4246,                 1.7499,                 1.2412,                0.68645,                 0.5575,                0.63297,                0.42906,                 1.1507,                 1.1417,                 1.1651,                 1.3112,                 1.4395,                 1.1715,               0.009109,               0.009109,               0.009109
                     48,                 1.2222,                 1.3966,                 1.2529,                 1.3985,                 1.7446,                 1.2367,                0.64619,                0.57501,                0.63582,                0.43137,                 1.1352,                 1.1425,                 1.1578,                 1.2909,                 1.4033,                 1.1528,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.2325,                 1.3815,                 1.2551,                 1.4259,                 1.7149,                 1.2396,                0.67403,                0.56145,                0.62427,                0.41954,                 1.1874,                 1.1542,                 1.1859,                 1.3459,                 1.4192,                 1.1876,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.2099,                 1.3699,                  1.242,                  1.398,                 1.7163,                 1.2287,                0.68029,                0.57087,                0.63772,                 0.4382,                 1.1263,                 1.1089,                 1.1453,                 1.2875,                 1.3816,                 1.1477,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.2171,                 1.3757,                 1.2548,                 1.3954,                 1.7217,                 1.2358,                0.66574,                0.57717,                0.63056,                0.42948,                 1.1542,                  1.121,                 1.1529,                 1.3189,                 1.3852,                 1.1536,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.2217,                 1.3807,                 1.2485,                 1.3978,                 1.7356,                 1.2266,                 0.6845,                0.60177,                0.66354,                0.45631,                 1.1188,                 1.0519,                 1.1395,                 1.2769,                 1.3303,                  1.145,                0.00901,                0.00901,                0.00901
                     53,                 1.2059,                 1.3554,                 1.2428,                 1.3939,                 1.7046,                 1.2257,                0.71018,                0.57388,                0.64971,                0.44964,                 1.1168,                 1.0598,                 1.1371,                  1.271,                 1.3337,                 1.1327,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.2078,                  1.355,                 1.2452,                  1.387,                 1.7053,                 1.2271,                0.70523,                0.57948,                 0.6625,                0.45448,                 1.1126,                  1.066,                 1.1367,                 1.2786,                 1.3401,                 1.1479,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.2097,                  1.347,                 1.2382,                 1.3973,                 1.6907,                 1.2226,                0.71289,                0.57805,                0.66019,                0.45636,                 1.1192,                 1.0558,                 1.1382,                  1.291,                 1.3062,                 1.1526,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.2182,                 1.3356,                 1.2394,                 1.4118,                 1.6811,                 1.2273,                0.71541,                0.58698,                0.66897,                0.46267,                 1.1229,                 1.0362,                 1.1443,                 1.2817,                 1.2964,                 1.1551,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.2112,                 1.3318,                 1.2465,                 1.4012,                 1.6804,                 1.2305,                0.68864,                0.61162,                0.67572,                0.46727,                 1.1046,                 1.0246,                 1.1218,                 1.2745,                 1.2902,                 1.1348,               0.008911,               0.008911,               0.008911
                     58,                 1.2093,                 1.3425,                 1.2446,                 1.3965,                 1.6875,                 1.2299,                0.70697,                0.64186,                0.69241,                0.48248,                 1.0892,                0.99323,                  1.122,                 1.2474,                 1.2461,                 1.1365,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.1947,                 1.3078,                 1.2337,                  1.383,                 1.6595,                 1.2207,                0.73393,                0.63282,                0.70961,                0.50223,                 1.0917,                0.97021,                 1.1226,                 1.2492,                 1.2047,                 1.1372,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.2076,                 1.3155,                  1.241,                 1.3984,                 1.6655,                 1.2237,                0.69569,                0.60754,                0.67542,                0.47641,                 1.0892,                 1.0138,                 1.1284,                 1.2439,                  1.273,                 1.1366,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.1989,                 1.3102,                  1.236,                 1.3826,                 1.6622,                 1.2251,                0.73014,                0.59277,                 0.6824,                0.48495,                 1.0742,                 1.0043,                  1.124,                  1.235,                 1.2751,                 1.1379,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.1885,                 1.3022,                 1.2301,                 1.3834,                 1.6398,                  1.219,                0.71098,                0.61495,                0.68576,                0.48713,                 1.0721,                0.98318,                 1.1161,                 1.2337,                 1.2403,                 1.1287,               0.008812,               0.008812,               0.008812
                     63,                 1.1859,                 1.2862,                 1.2292,                 1.3766,                 1.6303,                  1.216,                0.71494,                0.60717,                 0.6847,                0.48562,                 1.0887,                0.99883,                 1.1203,                 1.2498,                  1.258,                 1.1315,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.2015,                 1.3048,                 1.2338,                 1.3902,                 1.6512,                 1.2203,                0.72938,                0.60577,                0.69609,                0.49588,                 1.0636,                0.97623,                 1.1083,                 1.2262,                 1.2211,                 1.1222,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.1806,                  1.283,                 1.2192,                 1.3721,                  1.625,                 1.2112,                0.73849,                0.63208,                0.71732,                0.51385,                 1.0515,                0.93434,                 1.0937,                 1.2162,                 1.1727,                 1.1116,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.1839,                 1.3031,                 1.2273,                  1.375,                 1.6498,                  1.219,                0.73628,                 0.6321,                0.71666,                0.51312,                 1.0573,                0.93157,                 1.0978,                 1.2186,                  1.162,                 1.1116,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.1725,                  1.274,                 1.2215,                 1.3726,                 1.6239,                 1.2166,                0.73712,                 0.6164,                0.70552,                0.50286,                 1.0489,                0.95842,                 1.0929,                 1.2234,                 1.2229,                 1.1146,               0.008713,               0.008713,               0.008713
                     68,                 1.1742,                  1.274,                 1.2217,                 1.3673,                 1.6122,                 1.2114,                0.74024,                0.63684,                 0.7239,                0.51282,                 1.0557,                0.92987,                 1.1089,                 1.2191,                 1.1865,                 1.1217,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.1775,                 1.2631,                 1.2224,                 1.3713,                 1.6008,                 1.2135,                0.74463,                0.63957,                0.72652,                0.52238,                 1.0385,                0.91387,                 1.0956,                 1.2039,                 1.1532,                 1.1081,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.1807,                 1.2648,                 1.2229,                  1.377,                 1.6028,                 1.2133,                0.74666,                0.63831,                0.72583,                0.52237,                 1.0432,                0.92266,                 1.0934,                 1.2085,                 1.1398,                 1.1048,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.1774,                 1.2604,                 1.2219,                 1.3723,                 1.5985,                 1.2144,                0.76119,                0.64574,                0.73855,                0.53292,                 1.0437,                0.88869,                 1.0956,                  1.214,                 1.1104,                 1.1109,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.1697,                 1.2549,                 1.2188,                  1.357,                 1.5842,                 1.2112,                0.76003,                0.65341,                0.74837,                   0.54,                 1.0332,                0.89025,                 1.0869,                 1.1977,                 1.1031,                 1.1046,               0.008614,               0.008614,               0.008614
                     73,                 1.1815,                 1.2528,                 1.2202,                 1.3775,                  1.595,                 1.2136,                0.75794,                0.65284,                0.74159,                0.53508,                 1.0221,                0.89972,                 1.0808,                 1.1915,                 1.1314,                 1.1041,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.1615,                 1.2354,                 1.2131,                 1.3647,                 1.5668,                 1.2096,                0.74959,                0.67411,                0.75129,                0.54937,                   1.01,                0.86468,                  1.075,                 1.1791,                 1.0708,                  1.095,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.1582,                 1.2385,                 1.2094,                 1.3576,                 1.5668,                 1.2029,                0.76131,                0.66137,                0.75345,                0.54934,                 1.0153,                0.86077,                 1.0721,                 1.1871,                  1.088,                 1.0939,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.1685,                 1.2564,                 1.2164,                 1.3675,                 1.5857,                 1.2081,                0.77001,                0.66607,                0.75751,                0.55506,                 1.0144,                0.84835,                 1.0748,                 1.1799,                 1.0679,                 1.0883,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.1442,                 1.2149,                 1.2042,                 1.3514,                 1.5471,                 1.2015,                0.76352,                0.66344,                0.75151,                0.54765,                 1.0121,                0.86127,                 1.0723,                 1.1895,                 1.0803,                 1.0943,               0.008515,               0.008515,               0.008515
                     78,                 1.1384,                 1.2178,                 1.2042,                 1.3359,                 1.5445,                 1.1991,                0.78716,                0.65877,                0.76275,                0.55705,                0.99824,                0.83592,                 1.0679,                 1.1692,                  1.045,                 1.0865,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.1552,                 1.2173,                 1.2087,                 1.3558,                 1.5566,                  1.201,                0.75147,                0.70389,                0.77077,                 0.5669,                0.98914,                0.82989,                 1.0641,                 1.1603,                  1.048,                  1.083,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.1587,                 1.2181,                 1.2065,                 1.3619,                 1.5524,                 1.1979,                0.77882,                0.67038,                0.76543,                0.56032,                0.99537,                0.82974,                 1.0607,                 1.1688,                 1.0425,                 1.0816,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.1548,                   1.24,                 1.2115,                 1.3537,                 1.5822,                 1.2033,                0.78483,                0.66668,                0.76515,                0.55872,                 1.0005,                0.84834,                 1.0721,                 1.1689,                 1.0601,                  1.086,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.1325,                 1.2201,                 1.2063,                 1.3229,                 1.5435,                 1.2007,                0.77769,                0.69823,                0.78453,                0.57599,                0.98812,                0.81214,                 1.0606,                 1.1643,                 1.0131,                 1.0801,               0.008416,               0.008416,               0.008416
                     83,                 1.1487,                  1.212,                 1.2035,                 1.3354,                 1.5426,                 1.1954,                0.76023,                0.70356,                 0.7816,                0.57994,                0.97919,                0.81425,                 1.0539,                 1.1481,                 1.0397,                 1.0733,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.1531,                 1.2237,                 1.2135,                 1.3516,                 1.5578,                  1.207,                0.80359,                0.67387,                0.78024,                0.57963,                0.97985,                0.79996,                 1.0573,                 1.1469,                 1.0079,                 1.0758,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.1443,                 1.1898,                    1.2,                 1.3476,                 1.5149,                 1.1991,                0.78654,                0.69169,                0.78187,                0.57791,                0.97317,                 0.8092,                 1.0477,                 1.1466,                 1.0219,                 1.0699,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.1548,                 1.1941,                 1.2033,                 1.3648,                 1.5196,                 1.2029,                0.77809,                 0.7059,                 0.7883,                0.58678,                0.97061,                0.78003,                 1.0505,                 1.1421,                0.97981,                 1.0711,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.1425,                 1.1832,                 1.1981,                 1.3436,                 1.5064,                 1.1931,                0.77725,                0.70006,                0.79176,                0.58813,                0.96823,                0.78772,                 1.0482,                 1.1329,                 1.0009,                 1.0648,               0.008317,               0.008317,               0.008317
                     88,                 1.1414,                 1.1854,                 1.1953,                 1.3366,                 1.5123,                 1.1934,                0.78375,                0.70628,                0.78975,                0.58518,                0.97172,                0.78859,                 1.0468,                   1.14,                 1.0168,                 1.0675,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.1258,                 1.1806,                 1.1912,                 1.3342,                  1.513,                 1.1895,                 0.7844,                 0.6964,                0.78789,                0.58394,                0.96651,                0.77538,                 1.0391,                 1.1455,                0.98584,                 1.0652,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.1356,                 1.1728,                 1.1919,                 1.3414,                 1.5046,                 1.1901,                0.81328,                0.69859,                0.79907,                0.59597,                0.95972,                0.77392,                 1.0424,                 1.1365,                0.98781,                 1.0691,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.1421,                 1.1786,                 1.1994,                 1.3447,                 1.5097,                 1.1971,                0.77312,                 0.7154,                0.79645,                0.59184,                0.95532,                0.76826,                 1.0382,                 1.1363,                0.97747,                 1.0675,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.1331,                 1.1748,                 1.1933,                 1.3357,                 1.4893,                 1.1925,                0.80054,                0.70793,                 0.8021,                 0.5975,                0.95308,                0.76013,                 1.0401,                 1.1306,                0.96681,                 1.0658,               0.008218,               0.008218,               0.008218
                     93,                 1.1292,                 1.1601,                 1.1906,                 1.3326,                 1.4864,                 1.1897,                0.80785,                  0.707,                0.80427,                0.59726,                 0.9573,                0.75362,                 1.0354,                 1.1293,                0.95521,                 1.0588,              0.0081982,              0.0081982,              0.0081982
