                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.4951,                 2.2768,                  1.472,                 1.5928,                 2.7058,                 1.3795,                0.29039,                0.31723,                0.23603,                0.13433,                 1.4953,                 2.1173,                 1.4476,                 1.5308,                 2.4437,                 1.3555,              0.0097822,              0.0097822,              0.0097822
                     14,                 1.4812,                 2.2391,                 1.4619,                 1.5828,                 2.6474,                 1.3738,                0.30134,                0.30867,                0.23555,                0.13342,                 1.4789,                 2.0581,                 1.4354,                 1.5324,                 2.3829,                 1.3479,              0.0097624,              0.0097624,              0.0097624
                     15,                 1.4754,                 2.2075,                 1.4635,                  1.583,                 2.6074,                  1.382,                0.32805,                0.32343,                0.24543,                0.13968,                 1.4522,                  2.038,                 1.4211,                 1.5182,                 2.3553,                 1.3492,              0.0097426,              0.0097426,              0.0097426
                     16,                 1.4795,                 2.1843,                 1.4574,                 1.5924,                 2.5825,                 1.3814,                0.33147,                0.33112,                0.26191,                0.15337,                 1.4712,                 2.0452,                 1.4432,                 1.5473,                 2.3141,                  1.372,              0.0097228,              0.0097228,              0.0097228
                     17,                 1.4499,                 2.1658,                 1.4488,                 1.5633,                 2.5431,                 1.3693,                0.30851,                0.32275,                0.26198,                0.15482,                 1.4699,                 2.0332,                 1.4299,                 1.5387,                 2.3062,                 1.3596,               0.009703,               0.009703,               0.009703
                     18,                 1.4558,                 2.1491,                 1.4477,                 1.5788,                  2.538,                 1.3646,                0.33982,                 0.3657,                  0.291,                0.17115,                 1.4412,                 1.9914,                 1.4058,                 1.5177,                 2.2575,                 1.3427,              0.0096832,              0.0096832,              0.0096832
                     19,                 1.4448,                 2.1205,                 1.4428,                 1.5565,                 2.5078,                 1.3654,                0.33954,                0.34384,                0.28518,                0.16965,                  1.418,                 2.0019,                 1.4066,                 1.4926,                 2.3618,                 1.3462,              0.0096634,              0.0096634,              0.0096634
                     20,                 1.4376,                 2.0835,                 1.4383,                 1.5486,                 2.4738,                 1.3635,                0.37101,                0.35526,                0.31145,                0.18431,                 1.4033,                 1.9065,                 1.3943,                 1.4843,                 2.2128,                 1.3315,              0.0096436,              0.0096436,              0.0096436
                     21,                 1.4244,                 2.0642,                 1.4295,                 1.5401,                 2.4449,                 1.3577,                0.36175,                0.34724,                0.29593,                0.17453,                 1.4097,                  1.939,                 1.4076,                 1.4922,                 2.1599,                 1.3488,              0.0096238,              0.0096238,              0.0096238
                     22,                 1.4039,                 2.0192,                  1.411,                 1.5307,                 2.3934,                 1.3412,                 0.3703,                0.35381,                0.31167,                0.18487,                 1.3933,                 1.8859,                 1.3986,                 1.4967,                 2.1484,                 1.3446,               0.009604,               0.009604,               0.009604
                     23,                 1.4126,                 2.0154,                 1.4114,                 1.5419,                 2.3837,                 1.3482,                0.38759,                0.38296,                0.32972,                0.19787,                 1.3963,                 1.8797,                 1.3735,                 1.4686,                 2.1273,                 1.3232,              0.0095842,              0.0095842,              0.0095842
                     24,                 1.4124,                 1.9864,                 1.4098,                 1.5322,                 2.3581,                 1.3489,                0.40937,                0.37938,                0.34547,                0.20842,                 1.3598,                 1.8189,                 1.3658,                 1.4596,                 2.0823,                 1.3292,              0.0095644,              0.0095644,              0.0095644
                     25,                 1.4065,                  1.974,                 1.4035,                 1.5365,                 2.3507,                 1.3516,                0.42857,                0.37408,                0.34394,                0.20787,                 1.3559,                 1.8175,                 1.3682,                 1.4551,                 2.0579,                 1.3237,              0.0095446,              0.0095446,              0.0095446
                     26,                 1.3874,                 1.9718,                  1.407,                 1.5221,                 2.3435,                 1.3532,                0.41319,                 0.3751,                0.34031,                0.20628,                 1.3834,                 1.8087,                 1.3808,                 1.4844,                 2.0606,                 1.3352,              0.0095248,              0.0095248,              0.0095248
                     27,                 1.3885,                 1.9319,                 1.4003,                 1.5228,                 2.3054,                  1.346,                0.41288,                0.38766,                0.34875,                0.21229,                 1.3633,                 1.7505,                 1.3613,                 1.4728,                 2.0152,                 1.3303,               0.009505,               0.009505,               0.009505
                     28,                 1.3763,                 1.9249,                 1.3939,                 1.5048,                  2.284,                 1.3458,                0.45134,                0.38055,                0.34794,                0.20479,                 1.3794,                 1.7122,                 1.3789,                 1.4835,                 2.0063,                 1.3472,              0.0094852,              0.0094852,              0.0094852
                     29,                 1.3849,                 1.9154,                 1.3978,                 1.5197,                 2.2926,                 1.3414,                0.43205,                0.39801,                0.35926,                0.21249,                 1.3727,                 1.8221,                 1.3803,                 1.4748,                 2.0637,                 1.3368,              0.0094654,              0.0094654,              0.0094654
                     30,                 1.3722,                 1.8994,                 1.3846,                  1.501,                 2.2696,                 1.3276,                0.42412,                 0.4111,                0.37959,                0.22996,                 1.3575,                 1.6943,                 1.3652,                  1.464,                 1.9723,                 1.3318,              0.0094456,              0.0094456,              0.0094456
                     31,                 1.3752,                 1.8974,                 1.3923,                 1.5132,                 2.2514,                   1.34,                  0.457,                0.40112,                0.37877,                0.22969,                 1.3588,                 1.6687,                 1.3599,                 1.4681,                 1.9601,                 1.3254,              0.0094258,              0.0094258,              0.0094258
                     32,                 1.3554,                 1.8602,                 1.3766,                 1.4923,                 2.2248,                 1.3302,                0.41742,                0.41058,                0.36041,                0.22038,                 1.3505,                  1.689,                 1.3589,                 1.4561,                 2.0244,                 1.3175,               0.009406,               0.009406,               0.009406
                     33,                 1.3648,                 1.8616,                 1.3839,                   1.49,                 2.2186,                 1.3325,                 0.4865,                0.40426,                0.39481,                0.24229,                 1.3399,                 1.5985,                 1.3436,                 1.4388,                 1.8997,                 1.3059,              0.0093862,              0.0093862,              0.0093862
                     34,                 1.3652,                  1.848,                 1.3815,                 1.4945,                 2.2066,                 1.3356,                0.44407,                0.42362,                0.38891,                0.23712,                 1.3388,                 1.6485,                 1.3397,                 1.4483,                 1.9735,                 1.3132,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.3459,                 1.8264,                 1.3714,                 1.4778,                 2.1774,                 1.3258,                0.45842,                0.42433,                0.38543,                0.23055,                 1.3356,                 1.6258,                  1.337,                 1.4494,                 1.9394,                 1.3087,              0.0093466,              0.0093466,              0.0093466
                     36,                 1.3543,                 1.8409,                 1.3691,                 1.4835,                 2.2031,                 1.3226,                0.44344,                0.41409,                0.38909,                0.24003,                 1.3325,                 1.5902,                 1.3384,                 1.4336,                 1.8872,                 1.3041,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.3437,                 1.8106,                 1.3679,                 1.4752,                 2.1719,                 1.3231,                0.46819,                0.41399,                0.39101,                0.24158,                 1.3378,                 1.5876,                 1.3433,                 1.4388,                 1.9041,                 1.3031,               0.009307,               0.009307,               0.009307
                     38,                 1.3481,                 1.7968,                 1.3682,                 1.4775,                 2.1612,                 1.3193,                0.44799,                0.42669,                0.40044,                0.24625,                 1.3259,                    1.6,                 1.3432,                 1.4323,                 1.8951,                 1.3007,              0.0092872,              0.0092872,              0.0092872
                     39,                 1.3369,                 1.7971,                 1.3683,                 1.4697,                 2.1453,                 1.3253,                0.47223,                0.43345,                0.41545,                0.25636,                 1.3214,                 1.5615,                 1.3396,                 1.4284,                 1.8485,                 1.3035,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.3354,                 1.7968,                 1.3599,                 1.4625,                 2.1536,                 1.3169,                0.48613,                0.43399,                0.42362,                0.26278,                 1.2965,                 1.5327,                  1.314,                 1.4055,                 1.8346,                 1.2898,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.3355,                 1.7596,                 1.3564,                 1.4694,                 2.1153,                 1.3109,                0.49266,                0.43698,                0.42697,                0.26579,                 1.3105,                 1.5342,                 1.3223,                 1.4074,                 1.8407,                 1.2826,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.3217,                 1.7602,                 1.3472,                   1.47,                 2.1158,                 1.3074,                0.46876,                 0.4399,                0.41757,                0.25689,                 1.3186,                 1.5352,                 1.3208,                 1.4222,                 1.8249,                 1.2901,               0.009208,               0.009208,               0.009208
                     43,                  1.317,                  1.761,                 1.3486,                 1.4597,                  2.113,                 1.3068,                0.48087,                0.43789,                0.41996,                 0.2598,                 1.3053,                  1.528,                 1.3187,                 1.4246,                 1.8451,                 1.2903,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.3155,                 1.7479,                 1.3499,                 1.4592,                 2.1076,                 1.3113,                0.47415,                 0.4377,                0.41745,                0.25627,                 1.3228,                 1.5393,                 1.3274,                 1.4291,                 1.8343,                 1.3027,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.3165,                 1.7489,                 1.3492,                 1.4564,                 2.1157,                 1.3096,                0.51546,                0.43614,                0.44219,                 0.2737,                 1.3016,                 1.5048,                 1.3252,                 1.4185,                 1.7802,                 1.2934,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.3177,                 1.7356,                 1.3544,                 1.4584,                 2.1061,                 1.3122,                0.47973,                0.45633,                0.43185,                 0.2717,                 1.2986,                 1.5108,                 1.3173,                 1.3909,                 1.8018,                 1.2865,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.3118,                 1.7235,                 1.3489,                 1.4565,                 2.0788,                  1.308,                 0.5197,                0.44768,                 0.4429,                0.27363,                 1.2996,                 1.4798,                  1.316,                 1.4138,                 1.7692,                 1.2889,               0.009109,               0.009109,               0.009109
                     48,                 1.3115,                 1.7094,                 1.3442,                 1.4588,                 2.0608,                  1.308,                 0.4979,                0.44601,                 0.4399,                0.27471,                 1.2836,                 1.4517,                 1.3061,                 1.3914,                 1.7642,                 1.2766,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.3099,                 1.6921,                 1.3444,                 1.4616,                 2.0579,                  1.311,                0.50093,                0.45526,                 0.4501,                0.28284,                 1.2813,                 1.4792,                 1.2979,                 1.3955,                 1.7462,                 1.2789,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.3098,                 1.7064,                  1.347,                 1.4577,                 2.0555,                 1.3141,                0.48207,                0.44269,                0.42206,                0.26643,                 1.2879,                 1.4873,                 1.3123,                 1.3992,                 1.7971,                 1.2855,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.2989,                 1.6959,                 1.3397,                 1.4429,                 2.0454,                 1.3026,                0.51874,                0.45517,                0.45091,                0.27919,                 1.2892,                 1.4551,                  1.297,                 1.4076,                 1.7459,                  1.275,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.3034,                 1.6857,                 1.3404,                 1.4453,                 2.0385,                  1.299,                0.50689,                0.46367,                0.45296,                  0.286,                  1.273,                 1.4465,                 1.3017,                 1.3905,                 1.7349,                  1.277,                0.00901,                0.00901,                0.00901
                     53,                  1.299,                 1.6754,                 1.3396,                 1.4384,                 2.0259,                 1.3049,                0.52399,                0.45855,                0.46224,                0.28873,                 1.2848,                 1.4362,                 1.3005,                 1.3989,                 1.7229,                 1.2737,              0.0089902,              0.0089902,              0.0089902
                     54,                 1.2857,                 1.6769,                 1.3335,                 1.4283,                  2.033,                 1.3023,                 0.5316,                0.45565,                0.46768,                0.29631,                 1.2688,                 1.4078,                 1.2925,                 1.3777,                 1.7067,                 1.2733,              0.0089704,              0.0089704,              0.0089704
                     55,                 1.2906,                 1.6596,                 1.3302,                 1.4326,                 2.0185,                 1.2951,                0.51082,                 0.4603,                0.45696,                0.28808,                 1.2814,                 1.4158,                 1.3021,                 1.3919,                 1.7235,                  1.278,              0.0089506,              0.0089506,              0.0089506
                     56,                 1.2757,                 1.6477,                 1.3291,                 1.4163,                 2.0013,                 1.2913,                 0.5221,                0.46576,                 0.4702,                0.29704,                 1.2631,                 1.3896,                 1.2951,                 1.3789,                  1.687,                 1.2712,              0.0089308,              0.0089308,              0.0089308
                     57,                 1.2871,                 1.6564,                 1.3323,                 1.4362,                 2.0139,                 1.2981,                0.53295,                0.45722,                0.46886,                0.29534,                 1.2726,                 1.4064,                 1.2925,                 1.3868,                 1.6959,                 1.2724,               0.008911,               0.008911,               0.008911
                     58,                 1.2788,                 1.6496,                 1.3268,                 1.4222,                 2.0025,                 1.2932,                0.54047,                0.45571,                0.46571,                0.28779,                 1.2684,                  1.413,                 1.2953,                 1.3835,                 1.7047,                 1.2752,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.2887,                  1.652,                 1.3285,                 1.4308,                 2.0071,                 1.2969,                0.54245,                0.46416,                 0.4738,                0.29929,                 1.2663,                 1.3779,                 1.2922,                 1.3733,                 1.6679,                 1.2718,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.2728,                 1.6256,                   1.32,                 1.4295,                 1.9833,                 1.2909,                0.52442,                0.47204,                0.47138,                0.29939,                 1.2599,                 1.3859,                 1.2898,                 1.3702,                 1.6775,                 1.2716,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.2817,                 1.6514,                 1.3288,                 1.4282,                 1.9992,                  1.298,                0.54623,                0.47368,                0.47807,                 0.3027,                 1.2584,                 1.3818,                 1.2905,                 1.3752,                 1.6648,                 1.2722,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.2788,                 1.6422,                 1.3275,                 1.4206,                 1.9967,                 1.2931,                0.52582,                 0.4727,                0.47438,                0.30325,                 1.2601,                 1.3667,                 1.2864,                 1.3656,                  1.666,                 1.2637,               0.008812,               0.008812,               0.008812
                     63,                 1.2739,                 1.6181,                  1.322,                 1.4234,                 1.9636,                 1.2958,                0.53109,                0.48351,                0.48409,                0.31178,                 1.2537,                 1.3821,                 1.2919,                 1.3595,                 1.6649,                 1.2697,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.2749,                 1.5991,                 1.3284,                 1.4241,                 1.9432,                 1.2991,                0.55312,                0.47735,                0.49278,                0.31441,                  1.255,                 1.3545,                 1.2872,                 1.3691,                 1.6437,                 1.2711,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.2666,                 1.6098,                 1.3197,                 1.4209,                 1.9579,                 1.2931,                0.54501,                0.48166,                0.48659,                0.30929,                 1.2568,                  1.365,                 1.2934,                 1.3684,                 1.6437,                  1.273,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.2559,                 1.5724,                 1.3126,                 1.4111,                 1.9195,                 1.2838,                0.54217,                0.48216,                0.49769,                0.31584,                 1.2473,                 1.3421,                 1.2845,                 1.3596,                 1.6426,                 1.2654,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.2724,                 1.5998,                 1.3194,                 1.4277,                 1.9365,                 1.2918,                0.56051,                  0.488,                0.50341,                0.32089,                 1.2496,                 1.3353,                 1.2793,                 1.3743,                 1.6195,                 1.2662,               0.008713,               0.008713,               0.008713
                     68,                 1.2653,                 1.5912,                  1.317,                 1.4199,                 1.9354,                 1.2888,                0.55175,                0.49736,                0.50427,                0.31916,                 1.2404,                  1.352,                 1.2746,                 1.3716,                  1.616,                 1.2687,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.2595,                 1.5743,                 1.3066,                 1.4152,                 1.9148,                  1.284,                0.55261,                0.50072,                0.50573,                0.31998,                 1.2464,                 1.3382,                 1.2793,                 1.3653,                 1.6281,                 1.2656,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.2607,                 1.5732,                 1.3064,                 1.4104,                 1.9162,                 1.2764,                  0.561,                0.48815,                0.50152,                0.31917,                 1.2475,                 1.3416,                 1.2783,                 1.3669,                 1.6334,                 1.2654,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.2611,                 1.5609,                 1.3033,                 1.4173,                 1.9071,                 1.2762,                0.56226,                0.49095,                0.50363,                0.32068,                 1.2458,                 1.3378,                 1.2784,                 1.3661,                 1.6209,                 1.2638,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.2599,                 1.5638,                 1.3129,                 1.4127,                  1.908,                 1.2819,                0.56518,                0.48191,                0.50523,                0.32401,                 1.2393,                 1.3235,                 1.2782,                 1.3519,                 1.6097,                 1.2606,               0.008614,               0.008614,               0.008614
                     73,                 1.2535,                 1.5496,                 1.3069,                 1.4098,                 1.8972,                 1.2777,                0.55218,                0.49702,                 0.5015,                0.31896,                   1.24,                 1.3142,                 1.2735,                 1.3587,                 1.6016,                 1.2596,              0.0085942,              0.0085942,              0.0085942
                     74,                  1.244,                 1.5556,                 1.3043,                 1.3997,                 1.8902,                 1.2785,                0.58327,                0.49014,                0.51401,                0.33217,                 1.2293,                 1.2979,                 1.2684,                 1.3576,                  1.578,                  1.255,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.2594,                 1.5435,                 1.3042,                 1.4114,                 1.8893,                 1.2808,                0.54974,                0.50756,                 0.4992,                  0.322,                 1.2281,                 1.3031,                 1.2602,                 1.3556,                 1.5808,                 1.2535,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.2494,                 1.5439,                 1.2991,                 1.3974,                 1.8959,                 1.2689,                0.56005,                0.50696,                0.51731,                0.33102,                 1.2312,                  1.292,                 1.2644,                 1.3534,                 1.5585,                 1.2655,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.2467,                 1.5494,                 1.2999,                 1.3945,                 1.8988,                 1.2714,                0.55769,                0.51383,                0.52338,                0.33439,                 1.2265,                 1.2819,                 1.2632,                  1.345,                 1.5656,                 1.2537,               0.008515,               0.008515,               0.008515
                     78,                 1.2429,                 1.5408,                 1.3032,                 1.3935,                 1.8785,                 1.2774,                0.56906,                0.51148,                0.52282,                0.33677,                 1.2259,                 1.2778,                 1.2732,                 1.3443,                 1.5658,                 1.2582,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.2397,                 1.5322,                 1.2932,                 1.3896,                 1.8983,                 1.2697,                0.58587,                0.49509,                0.52056,                0.33648,                 1.2248,                 1.2756,                 1.2606,                 1.3385,                 1.5603,                 1.2458,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.2511,                 1.5311,                 1.3002,                 1.4095,                 1.8813,                 1.2752,                0.59079,                0.50226,                0.52947,                0.33929,                 1.2313,                 1.2815,                 1.2629,                 1.3475,                 1.5542,                 1.2502,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.2479,                 1.5172,                 1.3004,                 1.4022,                 1.8649,                 1.2799,                0.58298,                0.51552,                0.53102,                0.34364,                 1.2194,                 1.2642,                 1.2607,                 1.3371,                 1.5399,                 1.2472,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.2365,                 1.5211,                 1.2958,                 1.3861,                 1.8558,                 1.2718,                 0.5809,                0.51389,                0.52958,                0.34205,                 1.2187,                 1.2707,                  1.262,                 1.3395,                 1.5473,                 1.2536,               0.008416,               0.008416,               0.008416
                     83,                 1.2331,                 1.5062,                 1.2897,                 1.3851,                 1.8483,                 1.2661,                0.58656,                0.51686,                0.53558,                0.34593,                  1.215,                 1.2612,                 1.2577,                 1.3357,                  1.544,                 1.2462,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.2322,                  1.518,                  1.292,                 1.3791,                 1.8554,                 1.2715,                 0.5951,                0.50904,                0.53188,                0.34388,                 1.2193,                 1.2593,                 1.2595,                 1.3416,                 1.5411,                 1.2479,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.2413,                 1.5283,                 1.2948,                  1.396,                 1.8817,                 1.2751,                0.59774,                0.50383,                0.53323,                 0.3437,                  1.221,                 1.2738,                 1.2575,                 1.3438,                 1.5487,                   1.25,              0.0083566,              0.0083566,              0.0083566
                     86,                 1.2452,                 1.5126,                 1.2977,                 1.3938,                  1.858,                 1.2748,                0.59477,                0.51986,                0.53583,                 0.3465,                 1.2242,                 1.2623,                 1.2647,                 1.3351,                 1.5551,                 1.2469,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.2424,                 1.4984,                 1.2976,                 1.3916,                 1.8475,                  1.276,                0.59992,                0.50866,                0.54016,                 0.3501,                 1.2184,                 1.2534,                 1.2606,                 1.3411,                 1.5338,                  1.251,               0.008317,               0.008317,               0.008317
                     88,                 1.2265,                 1.4931,                 1.2875,                 1.3918,                  1.837,                 1.2689,                0.61098,                0.50099,                0.53764,                0.34988,                  1.211,                 1.2497,                 1.2559,                 1.3381,                 1.5264,                 1.2499,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.2457,                 1.5041,                 1.2954,                 1.4017,                 1.8526,                 1.2751,                0.58926,                0.51064,                 0.5272,                0.34286,                 1.2121,                 1.2669,                 1.2487,                 1.3388,                 1.5366,                 1.2448,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.2296,                 1.4858,                 1.2875,                  1.398,                 1.8371,                 1.2701,                0.59506,                0.51706,                0.53925,                 0.3515,                 1.2138,                  1.251,                 1.2504,                 1.3322,                 1.5367,                 1.2435,              0.0082576,              0.0082576,              0.0082576
                     91,                 1.2264,                 1.4872,                 1.2916,                 1.3732,                 1.8365,                 1.2676,                0.59923,                0.51899,                0.54338,                0.35399,                 1.2121,                 1.2376,                 1.2533,                 1.3347,                 1.5228,                 1.2404,              0.0082378,              0.0082378,              0.0082378
                     92,                 1.2296,                 1.4685,                  1.286,                 1.3901,                 1.8238,                 1.2665,                0.59004,                0.52357,                  0.542,                0.35613,                 1.2035,                 1.2408,                 1.2474,                 1.3293,                 1.5169,                 1.2398,               0.008218,               0.008218,               0.008218
                     93,                 1.2358,                  1.481,                 1.2908,                 1.3928,                 1.8272,                 1.2704,                0.62087,                0.51275,                0.55406,                0.36321,                 1.2051,                 1.2304,                 1.2422,                 1.3298,                 1.5068,                 1.2411,              0.0081982,              0.0081982,              0.0081982
                     94,                 1.2233,                 1.4697,                 1.2762,                 1.3828,                 1.8183,                 1.2562,                0.59391,                0.52905,                0.54726,                0.35788,                 1.2003,                 1.2258,                   1.24,                 1.3262,                 1.5077,                 1.2367,              0.0081784,              0.0081784,              0.0081784
                     95,                 1.2236,                 1.4867,                 1.2891,                 1.3775,                 1.8451,                 1.2654,                 0.6166,                0.51454,                0.54743,                0.36174,                 1.2007,                 1.2318,                 1.2414,                 1.3212,                 1.5141,                 1.2359,              0.0081586,              0.0081586,              0.0081586
                     96,                 1.2292,                  1.473,                 1.2904,                 1.3852,                 1.8171,                 1.2716,                0.60906,                0.52187,                0.54806,                0.36009,                 1.1995,                  1.228,                 1.2391,                 1.3208,                 1.5135,                 1.2311,              0.0081388,              0.0081388,              0.0081388
                     97,                 1.2237,                 1.4741,                 1.2869,                  1.386,                 1.8104,                 1.2679,                0.59866,                0.52267,                0.54452,                0.35716,                  1.201,                 1.2364,                 1.2399,                  1.326,                  1.515,                 1.2346,               0.008119,               0.008119,               0.008119
                     98,                 1.2149,                 1.4786,                 1.2827,                 1.3714,                 1.8217,                 1.2628,                0.60555,                0.52946,                0.55092,                0.36222,                 1.1998,                 1.2256,                 1.2433,                 1.3217,                 1.5072,                 1.2352,              0.0080992,              0.0080992,              0.0080992
                     99,                 1.2083,                 1.4532,                 1.2757,                 1.3663,                 1.8008,                   1.26,                 0.6067,                0.52376,                0.54741,                0.35709,                 1.1946,                 1.2241,                  1.236,                 1.3203,                  1.523,                 1.2334,              0.0080794,              0.0080794,              0.0080794
                    100,                 1.2222,                  1.459,                 1.2852,                 1.3795,                 1.7979,                 1.2676,                0.60754,                0.51507,                0.54884,                0.35818,                  1.199,                 1.2257,                 1.2421,                 1.3239,                 1.5042,                 1.2376,              0.0080596,              0.0080596,              0.0080596
                    101,                 1.2224,                 1.4586,                 1.2829,                 1.3771,                 1.7986,                 1.2655,                0.61503,                0.51516,                0.54824,                0.35783,                  1.199,                 1.2209,                 1.2371,                 1.3269,                 1.5015,                 1.2316,              0.0080398,              0.0080398,              0.0080398
                    102,                 1.2175,                 1.4401,                 1.2809,                 1.3813,                 1.7921,                  1.262,                0.60889,                0.53037,                0.55003,                0.35863,                 1.1943,                 1.2115,                 1.2405,                  1.319,                 1.4986,                 1.2339,                0.00802,                0.00802,                0.00802
                    103,                 1.2077,                 1.4451,                 1.2751,                 1.3736,                 1.8011,                 1.2564,                0.61604,                0.52899,                0.55396,                0.36316,                 1.1943,                 1.2098,                 1.2408,                 1.3215,                   1.49,                 1.2358,              0.0080002,              0.0080002,              0.0080002
