                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   compression_aux_loss,   compression_bpp_loss,       compression_loss,   compression_mse_loss,         val_total_loss,             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.97391,                0.94187,                 1.2737,                 1.1422,                 1.1974,                 1.2349,                0.76553,                 0.7849,                0.91065,                0.69546,                 1.5179,                0.56174,                 23.848,                0.05345,                 27.624,                 2.6974,                 1.3761,                 3.0837,                 2.6444,                 1.9149,                 2.8627,             0.00038294,             0.00038294,             0.00038294
                     35,                0.98283,                  1.081,                 1.1288,                 1.1288,                  1.265,                 1.1178,                0.71881,                0.84267,                 0.9213,                 0.7045,                 1.5179,                0.56172,                 23.847,                0.05345,                 27.631,                 2.7131,                 1.3708,                 3.0904,                 2.7065,                 1.8377,                 2.9124,             0.00038294,             0.00038294,             0.00038294
                     36,                0.78151,                0.67802,                 1.0589,                0.87854,                 0.8003,                 1.0516,                0.74951,                0.80805,                0.91213,                0.69651,                 1.5179,                0.56174,                 23.849,                0.05345,                 27.636,                  2.713,                 1.3638,                 3.0904,                  2.714,                 1.8416,                 2.9143,             0.00038191,             0.00038191,             0.00038191
                     37,                 1.1993,                 1.1783,                  1.182,                 1.1673,                 1.4384,                 1.0946,                0.72592,                 0.8296,                 0.9213,                0.71173,                 1.5179,                0.56172,                 23.848,                0.05345,                 27.634,                 2.7135,                 1.3771,                 3.0832,                 2.6976,                 1.8388,                 2.9095,             0.00038088,             0.00038088,             0.00038088
                     38,                 1.0288,                 0.9874,                 1.1524,                 1.2295,                 1.2386,                 1.1545,                0.76163,                 0.7876,                0.91065,                0.70054,                 1.5179,                0.56178,                 23.853,                0.05346,                 27.635,                 2.7069,                 1.3726,                 3.1017,                 2.6502,                 1.8993,                 2.8741,             0.00037985,             0.00037985,             0.00037985
                     39,                0.88647,                0.84971,                 1.0767,                 1.1903,                 1.2079,                  1.151,                0.73147,                0.82713,                 0.9213,                0.69762,                 1.5179,                0.56182,                 23.853,                0.05346,                 27.635,                 2.7086,                 1.3677,                 3.0943,                 2.6458,                 1.8949,                 2.8672,             0.00037881,             0.00037881,             0.00037881
                     40,                0.76971,                0.67017,                 1.0558,                0.96285,                 0.9401,                 1.0898,                0.62207,                0.85514,                0.88862,                 0.6885,                 1.5228,                0.56188,                 23.842,                0.05344,                 27.638,                 2.6953,                 1.5191,                 3.0651,                 2.7375,                 1.8348,                 2.8701,             0.00037778,             0.00037778,             0.00037778
                     41,                0.88194,                0.95605,                  1.042,                 1.0983,                 1.3359,                 1.1004,                0.62795,                0.86622,                0.89933,                0.70417,                 1.5228,                0.56188,                 23.842,                0.05344,                 27.639,                 2.7103,                 1.5182,                  3.063,                 2.7259,                 1.8579,                 2.8662,             0.00037675,             0.00037675,             0.00037675
                     42,                0.77665,                0.69713,                  1.013,                 1.0125,                 1.0289,                  1.019,                0.62822,                 0.8744,                0.89933,                0.69765,                 1.5228,                0.56187,                 23.845,                0.05344,                 27.644,                 2.7084,                 1.5196,                 3.0633,                 2.7382,                 1.8314,                 2.8674,             0.00037572,             0.00037572,             0.00037572
                     43,                 1.0193,                  1.039,                 1.1723,                 1.2464,                 1.4865,                 1.2831,                0.62449,                 0.8719,                0.88862,                0.69102,                 1.5228,                0.56188,                 23.841,                0.05343,                 27.635,                 2.7053,                 1.5208,                 3.0694,                 2.7369,                 1.8304,                  2.869,             0.00037468,             0.00037468,             0.00037468
                     44,                 1.1329,                  1.313,                  1.245,                 1.2026,                 1.8549,                 1.1958,                0.62533,                  0.875,                0.88862,                0.69085,                 1.5228,                0.56191,                 23.845,                0.05344,                 27.646,                 2.7046,                 1.5187,                 3.0677,                 2.7365,                  1.833,                 2.8697,             0.00037365,             0.00037365,             0.00037365
                     45,                0.93378,                 1.1537,                 1.1475,                 1.0482,                 1.5713,                 1.1085,                0.68416,                0.76255,                 0.8764,                 0.6742,                 1.5275,                0.56172,                 23.841,                0.05343,                 27.648,                 2.7235,                 1.4877,                 3.1026,                 2.6742,                 1.9991,                 2.8419,             0.00037262,             0.00037262,             0.00037262
                     46,                0.88091,                0.83004,                 1.1075,                 1.0158,                 1.0809,                 1.0943,                0.68272,                0.76336,                0.87789,                0.67444,                 1.5275,                0.56163,                 23.829,                0.05341,                 27.632,                 2.7327,                 1.4871,                  3.105,                 2.6601,                  2.049,                 2.8099,             0.00037159,             0.00037159,             0.00037159
                     47,                0.94723,                0.75371,                 1.1605,                 1.1355,                0.88867,                 1.1703,                0.68283,                 0.7546,                0.88931,                0.68907,                 1.5275,                0.56178,                 23.833,                0.05341,                 27.634,                 2.7342,                 1.4901,                 3.1043,                 2.6482,                 2.0041,                 2.8287,             0.00037056,             0.00037056,             0.00037056
                     48,                 1.0505,                  1.057,                 1.2168,                 1.2829,                 1.2732,                 1.3453,                0.68394,                0.76228,                 0.8764,                0.67461,                 1.5275,                 0.5617,                 23.837,                0.05342,                 27.644,                  2.732,                 1.4917,                 3.1066,                 2.6754,                  1.999,                 2.8416,             0.00036952,             0.00036952,             0.00036952
                     49,                0.73143,                 1.0034,                0.99346,                0.81379,                 1.2083,                0.99645,                0.68272,                0.76422,                 0.8764,                 0.6739,                 1.5275,                0.56167,                 23.834,                0.05342,                 27.641,                 2.7314,                 1.4914,                 3.1094,                 2.6719,                 2.0393,                 2.8161,             0.00036849,             0.00036849,             0.00036849
                     50,                0.78353,                0.72526,                 1.0214,                0.99309,                0.95901,                  1.071,                0.65822,                0.77307,                0.88253,                0.66895,                 1.5318,                0.56173,                 23.831,                0.05341,                  27.57,                 2.6485,                 1.4518,                 3.0911,                 2.6054,                 1.8476,                 2.8114,             0.00036746,             0.00036746,             0.00036746
                     51,                0.88018,                 0.7594,                 1.0768,                  1.168,                 1.0753,                  1.127,                0.65746,                0.77335,                0.88156,                0.66732,                 1.5318,                 0.5617,                 23.831,                0.05341,                 27.575,                  2.651,                 1.4607,                 3.0863,                 2.6171,                 1.8651,                  2.814,             0.00036643,             0.00036643,             0.00036643
                     52,                 0.8045,                0.71157,                 1.0376,                0.94105,                 0.8825,                 1.0517,                0.65404,                0.77369,                0.88075,                0.67392,                 1.5318,                0.56178,                 23.827,                 0.0534,                 27.564,                 2.6559,                 1.4492,                 3.0939,                 2.6025,                 1.8527,                 2.8081,              0.0003654,              0.0003654,              0.0003654
                     53,                  0.891,                0.86873,                 1.0177,                 1.1356,                 1.3021,                  1.025,                0.65932,                0.77339,                0.88156,                0.66728,                 1.5318,                 0.5617,                 23.833,                0.05342,                 27.585,                 2.6646,                 1.4924,                  3.092,                 2.6282,                 1.8596,                 2.8169,             0.00036436,             0.00036436,             0.00036436
                     54,                0.67953,                0.54097,                0.96392,                0.79968,                0.66541,                 1.0231,                0.65891,                0.77213,                0.88075,                0.66846,                 1.5318,                0.56179,                 23.833,                0.05341,                 27.568,                 2.6522,                 1.4501,                 3.0905,                 2.5941,                 1.8518,                 2.8043,             0.00036333,             0.00036333,             0.00036333
                     55,                 1.0127,                 1.1259,                 1.2001,                 1.1587,                 1.3286,                 1.1991,                0.65681,                0.77502,                0.88996,                0.67336,                 1.5318,                0.56169,                 23.833,                0.05342,                 27.572,                 2.6554,                 1.4536,                 3.0908,                 2.6041,                 1.8513,                 2.8072,              0.0003623,              0.0003623,              0.0003623
                     56,                0.79021,                0.58326,                 1.0901,                0.93939,                 0.6074,                 1.1011,                  0.715,                0.75329,                0.89375,                 0.6752,                 1.5367,                0.56172,                 23.841,                0.05343,                 27.621,                 2.6695,                 1.5028,                 3.1335,                 2.7041,                  1.772,                 2.8967,             0.00036127,             0.00036127,             0.00036127
                     57,                0.70687,                0.72964,                 1.0421,                0.77352,                0.99418,                 1.0138,                0.74719,                0.74741,                0.89108,                0.68863,                 1.5367,                0.56173,                 23.839,                0.05343,                  27.62,                 2.6686,                 1.4885,                 3.1519,                 2.7105,                 1.7581,                 2.8947,             0.00036024,             0.00036024,             0.00036024
                     58,                0.73678,                 0.6684,                 1.0438,                  1.028,                0.98483,                 1.1115,                 0.7574,                0.74816,                0.89375,                 0.6743,                 1.5367,                 0.5617,                 23.839,                0.05343,                 27.613,                   2.66,                 1.4787,                 3.1458,                 2.7077,                 1.7502,                 2.8973,              0.0003592,              0.0003592,              0.0003592
                     59,                0.94235,                 1.0279,                 1.1007,                 1.1887,                 1.5178,                 1.1075,                0.75704,                0.74825,                0.90296,                0.68949,                 1.5367,                0.56171,                 23.841,                0.05343,                 27.618,                 2.6638,                 1.4702,                 3.1499,                 2.7151,                 1.7473,                 2.9027,             0.00035817,             0.00035817,             0.00035817
                     60,                0.89615,                 0.9477,                 1.0993,                 1.0647,                 1.0384,                 1.1057,                0.63642,                0.84316,                0.89375,                0.69093,                 1.5367,                0.56169,                 23.839,                0.05343,                 27.617,                 2.6618,                 1.4903,                 3.1456,                 2.7075,                 1.7614,                 2.8958,             0.00035714,             0.00035714,             0.00035714
                     61,                0.87994,                0.82571,                 1.2008,                0.97948,                 1.0282,                 1.1716,                0.70295,                0.90609,                0.91283,                 0.7101,                 1.5421,                0.56169,                  23.84,                0.05343,                 27.668,                 2.7353,                 1.4308,                 3.2157,                 2.8057,                 1.8042,                 2.9627,             0.00035611,             0.00035611,             0.00035611
                     62,                0.80619,                0.72984,                 1.0266,                0.81603,                 1.0846,                0.97551,                0.69967,                0.91002,                0.91283,                0.71011,                 1.5421,                0.56171,                 23.842,                0.05344,                 27.669,                 2.7358,                 1.4332,                 3.2172,                 2.8052,                  1.807,                 2.9614,             0.00035508,             0.00035508,             0.00035508
                     63,                 1.0334,                0.83905,                 1.0991,                  1.306,                 1.1036,                 1.0715,                    0.7,                0.90703,                0.91283,                0.71019,                 1.5421,                0.56172,                 23.841,                0.05343,                 27.669,                 2.7353,                 1.4305,                 3.2157,                 2.8058,                 1.8095,                 2.9626,             0.00035404,             0.00035404,             0.00035404
                     64,                0.91624,                0.75432,                 1.1545,                  1.092,                0.95588,                 1.1468,                0.70075,                0.90714,                0.91283,                0.71227,                 1.5421,                0.56171,                 23.842,                0.05344,                 27.669,                 2.7392,                 1.4253,                 3.2202,                 2.8048,                 1.8043,                 2.9644,             0.00035301,             0.00035301,             0.00035301
                     65,                0.81038,                0.80561,                 1.0696,                 1.0137,                 1.0648,                  1.083,                0.70019,                0.90733,                0.91283,                 0.7101,                 1.5421,                 0.5617,                  23.84,                0.05343,                 27.668,                 2.7353,                 1.4306,                 3.2143,                 2.8058,                 1.8069,                 2.9618,             0.00035198,             0.00035198,             0.00035198
                     66,                0.74679,                0.71158,                 1.0368,                0.95897,                0.76928,                 1.0845,                0.65244,                0.97309,                0.91283,                0.74262,                 1.5476,                0.56141,                 23.836,                0.05342,                 27.625,                 2.7866,                 1.4543,                  3.159,                  2.707,                 1.7975,                 2.8948,             0.00035095,             0.00035095,             0.00035095
                     67,                 0.8554,                0.78442,                 1.0436,                 1.0409,                0.91091,                  1.032,                 0.6537,                0.97725,                0.91283,                0.73981,                 1.5476,                0.56138,                 23.835,                0.05342,                 27.633,                 2.7892,                 1.4814,                 3.1718,                 2.7123,                  1.797,                 2.8984,             0.00034992,             0.00034992,             0.00034992
                     68,                 1.1686,                 1.2804,                 1.2469,                 1.3335,                 1.6195,                 1.2063,                0.65469,                0.97291,                0.91283,                0.73981,                 1.5476,                0.56143,                 23.837,                0.05342,                 27.638,                 2.7967,                 1.4875,                 3.1745,                 2.7081,                 1.7983,                 2.8992,             0.00034888,             0.00034888,             0.00034888
                     69,                0.97591,                0.85991,                 1.1453,                 1.2028,                 1.1366,                 1.1644,                0.65117,                0.96061,                0.91283,                0.73944,                 1.5476,                0.56139,                 23.838,                0.05343,                 27.638,                  2.791,                 1.4804,                 3.1709,                 2.7125,                 1.7991,                 2.9005,             0.00034785,             0.00034785,             0.00034785
                     70,                0.90406,                0.95684,                 1.1128,                 1.0617,                 1.1964,                 1.0617,                0.65135,                0.96035,                0.91283,                0.74262,                 1.5476,                0.56143,                 23.837,                0.05342,                 27.635,                 2.7977,                  1.479,                 3.1762,                 2.7111,                 1.8014,                 2.8968,             0.00034682,             0.00034682,             0.00034682
                     71,                0.78769,                0.67323,                0.99713,                0.98259,                0.92092,                 1.0229,                0.65047,                0.96194,                0.91283,                0.74077,                 1.5476,                0.56139,                 23.835,                0.05342,                 27.636,                 2.8013,                 1.4751,                 3.1797,                 2.7113,                 1.7991,                 2.8989,             0.00034579,             0.00034579,             0.00034579
                     72,                0.87625,                0.85665,                 1.0934,                0.97822,                 1.3122,                 1.0982,                0.66724,                0.95421,                0.91283,                0.74215,                  1.553,                0.56147,                 23.836,                0.05342,                  27.69,                 2.8404,                 1.5181,                 3.2132,                 2.7236,                 1.9019,                 2.9872,             0.00034475,             0.00034475,             0.00034475
                     73,                0.74356,                0.75048,                 1.0372,                0.91563,                0.87851,                 1.0896,                0.68342,                0.95902,                0.91283,                0.74215,                  1.553,                0.56149,                 23.836,                0.05342,                 27.689,                 2.8373,                 1.5124,                 3.2184,                 2.7184,                 1.8997,                 2.9869,             0.00034372,             0.00034372,             0.00034372
                     74,                0.76371,                0.83349,                 1.1041,                0.91303,                 1.2151,                 1.1385,                0.67492,                0.95859,                0.91283,                0.74203,                  1.553,                 0.5615,                 23.835,                0.05342,                  27.69,                 2.8443,                 1.5159,                 3.2196,                  2.722,                  1.897,                 2.9885,             0.00034269,             0.00034269,             0.00034269
                     75,                0.82206,                0.79316,                 1.1006,                0.91971,                0.84035,                 1.1097,                0.68337,                0.95909,                0.91283,                0.74214,                  1.553,                0.56147,                 23.838,                0.05343,                 27.693,                 2.8368,                 1.5123,                 3.2185,                  2.718,                 1.8996,                 2.9872,             0.00034166,             0.00034166,             0.00034166
                     76,                0.71386,                0.58811,                0.97102,                0.88926,                0.73974,                 1.0133,                0.67876,                0.96264,                0.91283,                0.74215,                  1.553,                0.56149,                 23.837,                0.05343,                 27.692,                 2.8373,                 1.5119,                 3.2179,                 2.7184,                 1.9005,                 2.9865,             0.00034063,             0.00034063,             0.00034063
                     77,                0.96107,                0.77421,                 1.1184,                 1.0518,                 1.0366,                 1.0801,                0.62024,                0.94738,                0.89997,                 0.7297,                 1.5586,                0.56175,                 23.839,                0.05343,                 27.648,                 2.8005,                 1.4263,                 3.1653,                  2.668,                 2.0585,                 2.8274,             0.00033959,             0.00033959,             0.00033959
                     78,                0.76714,                0.68123,                 0.9826,                0.95536,                0.95756,                0.99563,                0.61998,                 0.9403,                0.90157,                0.73174,                 1.5586,                0.56173,                  23.84,                0.05343,                 27.652,                 2.7999,                 1.4281,                 3.1645,                 2.7092,                 1.9831,                 2.8764,             0.00033856,             0.00033856,             0.00033856
                     79,                0.89844,                0.81444,                 1.1571,                 0.9492,                 1.0731,                 1.1416,                0.61783,                0.95269,                0.89997,                0.72767,                 1.5586,                0.56176,                 23.836,                0.05342,                 27.649,                   2.81,                 1.4409,                 3.1846,                 2.6682,                  2.052,                 2.8259,             0.00033753,             0.00033753,             0.00033753
                     80,                 1.0524,                0.88857,                 1.1609,                 1.1529,                 1.1634,                 1.1677,                0.62377,                0.96323,                 0.9073,                0.72795,                 1.5586,                0.56173,                 23.834,                0.05342,                 27.644,                 2.8059,                 1.4307,                 3.1658,                 2.6695,                 2.0654,                 2.8263,              0.0003365,              0.0003365,              0.0003365
                     81,                0.71884,                0.80423,                 1.0554,                0.90666,                 1.0732,                 1.0448,                0.61686,                0.94776,                0.89997,                 0.7297,                 1.5586,                0.56175,                 23.837,                0.05343,                 27.649,                 2.8021,                 1.4255,                 3.1646,                  2.669,                 2.0644,                 2.8273,             0.00033547,             0.00033547,             0.00033547
                     82,                 1.0062,                 1.1152,                 1.1376,                 1.1745,                 1.3263,                 1.0987,                0.58511,                0.95629,                0.90306,                0.72909,                 1.5651,                0.56174,                 23.838,                0.05343,                 27.634,                 2.8428,                 1.3824,                 3.1955,                 2.5971,                 2.0754,                 2.8093,             0.00033443,             0.00033443,             0.00033443
                     83,                 1.0108,                 1.0267,                 1.1498,                 1.1888,                 1.2363,                 1.1353,                0.58449,                0.95646,                0.89997,                0.72717,                 1.5651,                0.56174,                 23.837,                0.05342,                 27.635,                 2.8455,                 1.3847,                  3.196,                 2.5991,                 2.0908,                  2.809,              0.0003334,              0.0003334,              0.0003334
