                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   compression_aux_loss,   compression_bpp_loss,       compression_loss,   compression_mse_loss,         val_total_loss,             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 2.0483,                 2.0695,                 2.3192,                 2.3929,                 2.6829,                  2.319,                0.84127,                0.74077,                0.82844,                0.63187,                 2.2724,                0.43303,                0.79764,                0.00084,                  1.575,                0.88762,                0.67206,                 1.0085,                  1.041,                0.83291,                 1.0268,             0.00096535,             0.00096535,             0.00096535
                     17,                 2.0595,                 2.0946,                 2.3235,                 2.3934,                 2.7176,                 2.3216,                0.84849,                0.74431,                0.83504,                0.63883,                 2.3119,                0.43322,                0.79769,                0.00084,                 1.5673,                0.88341,                0.65933,                 1.0054,                 1.0333,                0.81653,                 1.0227,             0.00096288,             0.00096288,             0.00096288
                     18,                 2.0393,                 2.0675,                 2.3125,                 2.3771,                 2.6961,                 2.3193,                0.85343,                0.74873,                 0.8382,                0.64145,                 2.3498,                0.43342,                0.79776,                0.00084,                 1.5653,                0.87978,                0.65769,                 1.0028,                 1.0297,                0.82215,                 1.0191,              0.0009604,              0.0009604,              0.0009604
                     19,                 2.0661,                 2.0984,                 2.3257,                 2.3979,                 2.7205,                 2.3209,                0.84255,                0.75074,                0.83772,                0.64066,                 2.3919,                0.43366,                0.79781,                0.00084,                 1.5659,                0.88246,                0.65966,                 1.0032,                 1.0342,                0.81552,                 1.0206,             0.00095793,             0.00095793,             0.00095793
                     20,                 2.0375,                 2.0753,                 2.3146,                 2.3787,                 2.6908,                 2.3178,                0.84347,                0.74567,                0.83679,                0.64081,                 2.4345,                0.43389,                0.79786,                0.00084,                 1.5618,                0.87726,                0.65448,                0.99916,                 1.0286,                0.81598,                 1.0162,             0.00095545,             0.00095545,             0.00095545
                     21,                 2.0618,                 2.0825,                 2.3204,                 2.4009,                 2.7084,                 2.3158,                0.85553,                0.74364,                0.83922,                0.64132,                 2.4752,                0.43413,                0.79794,                0.00084,                 1.5634,                0.87765,                0.65614,                 1.0028,                 1.0288,                0.80942,                 1.0194,             0.00095298,             0.00095298,             0.00095298
                     22,                 2.0444,                 2.0594,                 2.3096,                 2.3843,                 2.6679,                 2.3098,                 0.8619,                 0.7404,                0.83617,                0.63806,                   2.52,                0.43434,                0.79798,                0.00083,                 1.5664,                0.87838,                0.65907,                 1.0007,                 1.0327,                0.82102,                 1.0179,              0.0009505,              0.0009505,              0.0009505
                     23,                 2.0527,                 2.0577,                 2.3132,                 2.4062,                 2.6864,                 2.3169,                0.86119,                0.72967,                0.83431,                0.63957,                 2.5643,                0.43451,                0.79802,                0.00083,                 1.5633,                0.87177,                0.65405,                 1.0007,                 1.0269,                0.81785,                 1.0191,             0.00094803,             0.00094803,             0.00094803
                     24,                 2.0459,                 2.0549,                 2.3202,                 2.3792,                 2.6683,                 2.3176,                0.86213,                0.74256,                0.83617,                0.63849,                 2.6058,                 0.4347,                0.79802,                0.00083,                 1.5654,                0.87679,                0.65393,                 1.0018,                  1.034,                0.81754,                 1.0199,             0.00094555,             0.00094555,             0.00094555
                     25,                 2.0371,                 2.0676,                 2.3057,                 2.3815,                 2.6827,                 2.3061,                0.86993,                0.73437,                0.83912,                0.64059,                 2.6462,                0.43488,                0.79803,                0.00083,                 1.5609,                0.87243,                0.64919,                  0.999,                 1.0281,                0.80942,                 1.0177,             0.00094308,             0.00094308,             0.00094308
                     26,                 2.0298,                 2.0667,                 2.3088,                 2.3668,                 2.6873,                 2.3098,                0.83783,                0.74837,                0.83382,                0.63596,                  2.692,                0.43505,                0.79806,                0.00083,                 1.5641,                0.87478,                0.65442,                 1.0022,                 1.0298,                0.81703,                 1.0207,              0.0009406,              0.0009406,              0.0009406
                     27,                 2.0532,                  2.047,                 2.3087,                 2.4024,                 2.6761,                 2.3092,                0.85492,                0.73621,                0.83069,                0.63671,                 2.7365,                0.43532,                0.79817,                0.00083,                 1.5642,                0.87537,                0.65802,                 1.0027,                 1.0272,                0.81807,                 1.0191,             0.00093813,             0.00093813,             0.00093813
                     28,                 2.0321,                 2.0585,                 2.3124,                 2.3638,                 2.6668,                 2.3152,                0.85762,                0.74326,                0.83653,                0.64117,                 2.7786,                0.43549,                0.79824,                0.00083,                 1.5618,                0.87518,                0.65104,                 1.0016,                 1.0281,                0.81142,                 1.0197,             0.00093565,             0.00093565,             0.00093565
                     29,                 2.0358,                 2.0588,                  2.311,                 2.3695,                 2.6936,                 2.3105,                0.84702,                0.74812,                0.83838,                0.64154,                 2.8266,                0.43576,                0.79837,                0.00083,                 1.5572,                0.86985,                0.64807,                0.99805,                 1.0234,                 0.8065,                 1.0159,             0.00093317,             0.00093317,             0.00093317
                     30,                 2.0545,                 2.0701,                 2.3204,                 2.3895,                 2.7026,                 2.3159,                0.84619,                0.74689,                  0.837,                0.64053,                 2.8764,                0.43604,                0.79844,                0.00083,                 1.5595,                 0.8739,                0.65249,                0.99874,                 1.0256,                 0.8103,                 1.0162,              0.0009307,              0.0009307,              0.0009307
                     31,                  2.025,                 2.0499,                 2.3029,                 2.3565,                 2.6555,                 2.3034,                0.85475,                0.75014,                0.83952,                0.64114,                   2.92,                0.43624,                0.79849,                0.00083,                 1.5571,                0.87138,                0.64827,                0.99763,                 1.0251,                0.80121,                 1.0175,             0.00092822,             0.00092822,             0.00092822
                     32,                 2.0419,                 2.0705,                 2.3139,                 2.3829,                 2.7076,                 2.3203,                0.87026,                0.73996,                0.84045,                0.64583,                 2.9618,                0.43641,                0.79856,                0.00083,                 1.5529,                0.86675,                0.64398,                0.99354,                 1.0205,                0.79495,                  1.014,             0.00092575,             0.00092575,             0.00092575
                     33,                 2.0194,                 2.0422,                 2.3026,                 2.3556,                  2.643,                 2.3046,                0.85411,                0.74358,                0.83519,                0.64179,                 3.0127,                0.43656,                0.79859,                0.00083,                 1.5593,                0.86975,                0.65272,                0.99863,                 1.0228,                0.80877,                 1.0188,             0.00092327,             0.00092327,             0.00092327
                     34,                 2.0383,                 2.0599,                 2.3069,                 2.3714,                 2.6623,                 2.3071,                0.83538,                0.76474,                0.83907,                0.64457,                 3.0681,                0.43675,                0.79867,                0.00083,                 1.5563,                0.87042,                 0.6463,                0.99744,                 1.0182,                0.80264,                 1.0165,              0.0009208,              0.0009208,              0.0009208
                     35,                 2.0385,                 2.0464,                 2.3061,                 2.3912,                 2.6545,                  2.313,                0.84447,                0.75823,                0.83792,                0.64621,                 3.1038,                0.43693,                0.79873,                0.00083,                 1.5547,                0.86443,                0.64891,                0.99437,                  1.016,                0.80402,                 1.0151,             0.00091833,             0.00091833,             0.00091833
                     36,                 2.0518,                  2.044,                 2.3076,                 2.4036,                 2.6774,                 2.3059,                0.85442,                0.75364,                0.84198,                 0.6484,                 3.1488,                0.43722,                0.79882,                0.00083,                  1.555,                0.86707,                0.64718,                0.99682,                 1.0164,                0.80105,                 1.0156,             0.00091585,             0.00091585,             0.00091585
                     37,                 2.0425,                 2.0326,                  2.312,                 2.3812,                 2.6366,                 2.3115,                0.86017,                0.74925,                0.83976,                0.64818,                 3.1892,                0.43744,                 0.7989,                0.00083,                 1.5537,                0.86526,                0.64674,                0.99377,                 1.0169,                0.80357,                 1.0129,             0.00091337,             0.00091337,             0.00091337
                     38,                 2.0247,                 2.0272,                 2.2985,                 2.3695,                 2.6465,                 2.2994,                0.84552,                0.75565,                0.83921,                0.64679,                 3.2298,                0.43767,                0.79901,                0.00083,                 1.5568,                0.86764,                0.64903,                0.99752,                 1.0231,                 0.8032,                 1.0173,              0.0009109,              0.0009109,              0.0009109
                     39,                 2.0301,                 2.0487,                 2.3034,                 2.3832,                 2.6661,                 2.3063,                0.85564,                 0.7501,                0.84062,                 0.6476,                 3.2685,                0.43794,                0.79912,                0.00083,                 1.5551,                0.86685,                0.64515,                0.99758,                 1.0185,                0.80227,                 1.0156,             0.00090842,             0.00090842,             0.00090842
                     40,                 2.0282,                 2.0432,                 2.3041,                 2.3783,                 2.6573,                 2.3025,                0.87371,                0.74046,                0.84226,                0.64858,                  3.321,                0.43815,                0.79922,                0.00083,                 1.5529,                 0.8654,                0.64428,                0.99437,                 1.0199,                0.79543,                 1.0138,             0.00090595,             0.00090595,             0.00090595
                     41,                 2.0345,                 2.0337,                 2.2998,                 2.3727,                 2.6414,                 2.3011,                0.86933,                0.74372,                 0.8419,                0.64974,                 3.3613,                0.43837,                0.79927,                0.00083,                 1.5497,                0.86428,                0.63837,                0.99258,                 1.0166,                0.78799,                 1.0124,             0.00090347,             0.00090347,             0.00090347
                     42,                 2.0441,                 2.0399,                   2.31,                 2.3962,                 2.6616,                 2.3143,                0.85673,                0.75133,                0.84191,                0.64978,                 3.3973,                0.43852,                0.79934,                0.00083,                 1.5504,                0.86335,                0.63848,                0.99248,                 1.0179,                0.79202,                 1.0114,               0.000901,               0.000901,               0.000901
                     43,                  2.022,                 2.0449,                 2.3018,                 2.3785,                 2.6676,                  2.307,                0.85567,                0.75193,                0.84217,                 0.6518,                 3.4345,                0.43879,                0.79942,                0.00083,                 1.5506,                0.86336,                0.63908,                0.99162,                  1.018,                0.79242,                 1.0117,             0.00089853,             0.00089853,             0.00089853
                     44,                 2.0427,                 2.0422,                 2.3119,                  2.379,                  2.654,                  2.312,                0.84043,                0.76424,                0.84636,                0.65181,                 3.4813,                0.43897,                 0.7995,                0.00083,                 1.5494,                0.86154,                0.63767,                0.99189,                 1.0176,                0.78715,                 1.0122,             0.00089605,             0.00089605,             0.00089605
                     45,                 2.0214,                 2.0138,                 2.2909,                 2.3741,                 2.6344,                 2.2933,                0.85996,                0.74989,                0.84363,                0.65178,                 3.5264,                0.43915,                0.79957,                0.00083,                  1.548,                0.86264,                  0.635,                0.99032,                 1.0159,                0.78597,                 1.0088,             0.00089358,             0.00089358,             0.00089358
                     46,                   2.02,                 2.0192,                  2.298,                 2.3611,                 2.6243,                 2.2985,                0.86449,                0.74865,                0.84331,                0.65101,                  3.574,                0.43942,                0.79967,                0.00083,                 1.5457,                0.85817,                0.63055,                0.98907,                 1.0115,                0.78953,                 1.0073,              0.0008911,              0.0008911,              0.0008911
                     47,                 2.0249,                 2.0506,                 2.3107,                 2.3682,                 2.6567,                 2.3132,                0.84868,                0.76545,                0.84555,                0.65246,                 3.6155,                 0.4396,                0.79974,                0.00083,                 1.5447,                0.85755,                0.63324,                0.98697,                 1.0115,                0.78471,                 1.0063,             0.00088862,             0.00088862,             0.00088862
                     48,                 2.0129,                 2.0029,                 2.2919,                  2.353,                 2.6099,                 2.2945,                0.86312,                0.75567,                0.84372,                0.65237,                 3.6637,                0.43981,                0.79981,                0.00083,                 1.5437,                0.85811,                0.62933,                0.98713,                 1.0116,                 0.7813,                 1.0062,             0.00088615,             0.00088615,             0.00088615
                     49,                 2.0325,                 2.0088,                 2.3004,                 2.3777,                 2.6235,                 2.3028,                 0.8473,                0.76484,                0.84658,                0.65297,                 3.7111,                   0.44,                0.79987,                0.00083,                 1.5459,                0.85995,                0.63121,                0.98797,                 1.0131,                0.78755,                 1.0076,             0.00088368,             0.00088368,             0.00088368
                     50,                  2.014,                  2.007,                 2.2988,                 2.3478,                 2.6151,                 2.3035,                0.86029,                0.75812,                0.84729,                0.65506,                 3.7549,                0.44021,                0.79997,                0.00083,                  1.542,                0.85439,                0.62769,                0.98716,                 1.0077,                0.77875,                 1.0069,              0.0008812,              0.0008812,              0.0008812
                     51,                 2.0259,                 2.0146,                 2.2965,                 2.3715,                  2.621,                 2.3033,                  0.857,                 0.7592,                0.84395,                0.65109,                 3.7887,                0.44042,                0.80007,                0.00083,                 1.5457,                0.85779,                0.63192,                0.98602,                 1.0163,                0.78436,                 1.0081,             0.00087873,             0.00087873,             0.00087873
                     52,                 2.0186,                 1.9957,                 2.2983,                 2.3664,                 2.6058,                 2.3039,                0.87033,                0.75543,                0.84619,                 0.6545,                  3.834,                0.44063,                0.80017,                0.00083,                 1.5435,                0.85564,                0.62883,                0.98572,                 1.0122,                0.78023,                 1.0066,             0.00087625,             0.00087625,             0.00087625
                     53,                 2.0152,                  2.003,                 2.2929,                 2.3642,                 2.6115,                 2.2957,                0.85634,                0.75887,                0.84605,                0.65636,                 3.8735,                0.44082,                0.80025,                0.00083,                  1.542,                0.85527,                0.62755,                0.98509,                 1.0071,                0.78158,                  1.004,             0.00087378,             0.00087378,             0.00087378
                     54,                 2.0357,                 2.0186,                 2.2971,                 2.3782,                 2.6362,                 2.3025,                0.86399,                0.75715,                0.84804,                0.65885,                 3.9122,                0.44109,                0.80035,                0.00082,                 1.5397,                0.85388,                0.62283,                0.98356,                  1.008,                0.77295,                 1.0038,              0.0008713,              0.0008713,              0.0008713
                     55,                 1.9943,                 2.0061,                 2.2878,                 2.3376,                 2.6219,                 2.2935,                0.85701,                 0.7582,                0.84703,                0.65489,                  3.953,                0.44128,                0.80045,                0.00082,                 1.5409,                0.85262,                0.62531,                 0.9852,                 1.0048,                0.77908,                 1.0049,             0.00086882,             0.00086882,             0.00086882
                     56,                 2.0223,                 2.0027,                  2.301,                 2.3586,                 2.6137,                 2.3018,                0.85084,                0.76204,                0.84758,                0.65632,                 3.9874,                0.44147,                 0.8005,                0.00082,                 1.5403,                 0.8522,                0.62597,                0.98462,                 1.0037,                0.77906,                 1.0032,             0.00086635,             0.00086635,             0.00086635
                     57,                 2.0378,                 2.0265,                 2.3045,                 2.3801,                 2.6611,                 2.3084,                0.85493,                0.76397,                0.84807,                0.65652,                 4.0278,                0.44168,                0.80056,                0.00082,                 1.5402,                0.85153,                0.62364,                 0.9837,                 1.0069,                0.77757,                  1.005,             0.00086388,             0.00086388,             0.00086388
                     58,                 2.0276,                 2.0256,                 2.3004,                 2.3646,                 2.6343,                 2.3052,                0.86753,                0.75274,                0.84754,                0.65505,                 4.0666,                0.44193,                0.80065,                0.00082,                  1.541,                0.85158,                0.62513,                0.98231,                 1.0071,                0.78252,                 1.0052,              0.0008614,              0.0008614,              0.0008614
                     59,                 2.0135,                 2.0163,                 2.2889,                 2.3598,                 2.6279,                  2.291,                0.86224,                0.76045,                0.84805,                0.65619,                 4.1111,                0.44209,                0.80071,                0.00082,                 1.5392,                0.85062,                0.62117,                0.98312,                 1.0016,                0.78213,                 1.0046,             0.00085893,             0.00085893,             0.00085893
                     60,                 2.0084,                 2.0134,                 2.2893,                 2.3476,                  2.634,                 2.2926,                0.86446,                0.75509,                0.84691,                0.65651,                 4.1572,                0.44229,                0.80082,                0.00082,                 1.5375,                0.84919,                0.62197,                0.98139,                0.99877,                0.78077,                 1.0014,             0.00085645,             0.00085645,             0.00085645
